row_label_raw,row_label_full,col_0,1/1/2024VND,Số đã nộp trong năm VND,Số đã được hoàn/ bù trừ trong năm VND,Giảm do thoái vốn đầu tư vào công ty con VND,31/12/2024VND,numeric__1/1/2024VND,numeric__Số đã nộp trong năm VND,numeric__Số đã được hoàn/ bù trừ trong năm VND,numeric__Giảm do thoái vốn đầu tư vào công ty con VND,numeric__31/12/2024VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,8.374.949.682,3.119.105.153,(1.256.818.906),-,10.237.235.929,8374949682.0,3119105153.0,-1256818906.0,,10237235929.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,482.771.474,613.767.859,(703.566.461),-,392.972.872,482771474.0,613767859.0,-703566461.0,,392972872.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,6.014.317.153,4.344.940.332,(9.346.368.653),(600.000),1.012.288.832,6014317153.0,4344940332.0,-9346368653.0,-600000.0,1012288832.0
Các khoản khác,Các khoản khác,Các khoản khác,214.689.835,488.081.795,(688.507.207),-,14.264.423,214689835.0,488081795.0,-688507207.0,,14264423.0
,,,15.086.728.144,8.565.895.139,(11.995.261.227),(600.000),11.656.762.056,15086728144.0,8565895139.0,-11995261227.0,-600000.0,11656762056.0
