row_label_raw,row_label_full,col_0,31/12/2024 > Tỷ lệ sở hữu %,31/12/2024 > Tỷ lệ quyền biểu quyết %,31/12/2024 > Giá trị ghi số theo phương pháp vốn chủ VND,31/12/2024 > Giá trị hợp lý VND,31/12/2024 > Tỷ lệ sở hữu %_1,1/1/2024 > Tỷ lệ quyền biểu quyết %,1/1/2024 > Giá trị ghi số theo phương pháp vốn chủ VND,1/1/2024 > Giá trị hợp lý VND,numeric__31/12/2024 > Tỷ lệ sở hữu %,numeric__31/12/2024 > Tỷ lệ quyền biểu quyết %,numeric__31/12/2024 > Giá trị ghi số theo phương pháp vốn chủ VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2024 > Tỷ lệ sở hữu %_1,numeric__1/1/2024 > Tỷ lệ quyền biểu quyết %,numeric__1/1/2024 > Giá trị ghi số theo phương pháp vốn chủ VND,numeric__1/1/2024 > Giá trị hợp lý VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,
▪ Tổng Công ty May 10 - CTCP,Công ty liên kết > ▪ Tổng Công ty May 10 - CTCP,▪ Tổng Công ty May 10 - CTCP,"32,21%","32,21%",130.632.822.560,(*),"32,21%","32,82%",119.017.227.717,(*),0.3221,0.3221,130632822560.0,,0.3221,0.3282,119017227717.0,
▪ Tổng Công ty Cổ phần May Việt Tiến,Công ty liên kết > ▪ Tổng Công ty Cổ phần May Việt Tiến,▪ Tổng Công ty Cổ phần May Việt Tiến,"30,40%","30,40%",496.161.387.345,(*),"30,40%","30,40%",483.063.884.409,(*),0.304,0.304,496161387345.0,,0.304,0.304,483063884409.0,
▪ Tổng Công ty Việt Thắng - CTCP,Công ty liên kết > ▪ Tổng Công ty Việt Thắng - CTCP,▪ Tổng Công ty Việt Thắng - CTCP,"46,93%","46,93%",93.478.002.856,(*),"46,93%","46,93%",96.942.256.451,(*),0.4693,0.4693,93478002856.0,,0.4693,0.4693,96942256451.0,
▪ Tổng Công ty May Nhà Bè - CTCP,Công ty liên kết > ▪ Tổng Công ty May Nhà Bè - CTCP,▪ Tổng Công ty May Nhà Bè - CTCP,"25,20%","25,20%",113.690.135.742,(*),"26,37%","26,37%",113.147.892.609,(*),0.252,0.252,113690135742.0,,0.2637,0.2637,113147892609.0,
▪ Tổng Công ty May Đức Giang - CTCP,Công ty liên kết > ▪ Tổng Công ty May Đức Giang - CTCP,▪ Tổng Công ty May Đức Giang - CTCP,"35,22%","35,22%",55.019.591.363,(*),"35,22%","35,22%",53.880.869.010,(*),0.3522,0.3522,55019591363.0,,0.3522,0.3522,53880869010.0,
▪ Tổng Công ty May Hưng Yên - CTCP,Công ty liên kết > ▪ Tổng Công ty May Hưng Yên - CTCP,▪ Tổng Công ty May Hưng Yên - CTCP,"35,01%","35,01%",126.816.361.582,(*),"35,01%","35,01%",124.107.824.622,(*),0.35009999999999997,0.35009999999999997,126816361582.0,,0.35009999999999997,0.35009999999999997,124107824622.0,
▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,Công ty liên kết > ▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,"30,00%","30,00%",84.795.901.963,(*),"30,00%","30,00%",84.795.901.963,(*),0.3,0.3,84795901963.0,,0.3,0.3,84795901963.0,
▪ Công ty TNHH Coats Phong Phú,Công ty liên kết > ▪ Công ty TNHH Coats Phong Phú,▪ Công ty TNHH Coats Phong Phú,"17,53%","17,53%",1.219.556.571.207,(*),"17,86%","17,86%",1.227.918.461.542,(*),0.1753,0.1753,1219556571207.0,,0.17859999999999998,0.17859999999999998,1227918461542.0,
▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,Công ty liên kết > ▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,"23,87%","23,87%",111.381.374.919,(*),"22,05%","22,05%",120.958.627.522,(*),0.23870000000000002,0.23870000000000002,111381374919.0,,0.2205,0.2205,120958627522.0,
▪ Các khoản đầu tư tại công ty liên kết khác,Công ty liên kết > ▪ Các khoản đầu tư tại công ty liên kết khác,▪ Các khoản đầu tư tại công ty liên kết khác,,,560.111.156.797,(*),,,480.611.531.521,(*),,,560111156797.0,,,,480611531521.0,
,,,,,2.991.643.306.334,,,,2.904.444.477.366,,,,2991643306334.0,,,,2904444477366.0,
