row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,9.551.568.540.428,9.011.900.252.286,100.0,,9551568540428.0,9011900252286.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,1.004.605.536.998,668.657.670.914,110.0,6.0,1004605536998.0,668657670914.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,334.076.336.998,288.504.356.537,111.0,,334076336998.0,288504356537.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,670.529.200.000,380.153.314.377,112.0,,670529200000.0,380153314377.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,2.470.361.179.586,2.186.376.596.809,120.0,,2470361179586.0,2186376596809.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,7(a),2.470.361.179.586,2.186.376.596.809,123.0,,2470361179586.0,2186376596809.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.605.636.273.056,2.777.087.805.014,130.0,,2605636273056.0,2777087805014.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,8,2.275.337.763.396,2.419.776.222.141,131.0,8.0,2275337763396.0,2419776222141.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,210.121.976.970,159.928.122.085,132.0,,210121976970.0,159928122085.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9,4.542.860.000,28.707.530.808,135.0,9.0,4542860000.0,28707530808.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10(a),438.691.971.804,502.203.453.844,136.0,,438691971804.0,502203453844.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,11,(323.937.380.285),(335.257.228.993),137.0,11.0,-323937380285.0,-335257228993.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,879.081.171,1.729.705.129,139.0,,879081171.0,1729705129.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,12,3.217.895.959.803,3.116.488.111.528,140.0,12.0,3217895959803.0,3116488111528.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,3.290.341.262.584,3.218.969.665.585,141.0,,3290341262584.0,3218969665585.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(72.445.302.781),(102.481.554.057),149.0,,-72445302781.0,-102481554057.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,253.069.590.985,263.290.068.021,150.0,,253069590985.0,263290068021.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,18(a),33.510.806.237,29.974.282.311,151.0,,33510806237.0,29974282311.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,206.720.345.742,217.852.479.237,152.0,,206720345742.0,217852479237.0
Thuế và các khoản khác phải thu,Thuế và các khoản khác phải thu,Thuế và các khoản khác phải thu,,,,,,,,
Nhà nước,Thuế và các khoản khác phải thu > Nhà nước,Nhà nước,153,21(a),11.656.762.056,15.086.728.144,153.0,,11656762056.0,15086728144.0
Tài sản ngắn hạn khác,Thuế và các khoản khác phải thu > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,1.181.676.950,376.578.329,155.0,,1181676950.0,376578329.0
