row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2024VND,1/1/2024VND,,
Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,160.984.769.508,113.662.912.043,160984769508.0,113662912043.0
Tổng Công ty Cổ phần Đức Giang,Tổng Công ty Cổ phần Đức Giang,Tổng Công ty Cổ phần Đức Giang,27.692.517.297,16.977.031.930,27692517297.0,16977031930.0
Tổng Công ty Việt Thắng – CTCP,Tổng Công ty Việt Thắng – CTCP,Tổng Công ty Việt Thắng – CTCP,13.798.355.461,14.628.788.818,13798355461.0,14628788818.0
Tổng Công ty May 10 – CTCP,Tổng Công ty May 10 – CTCP,Tổng Công ty May 10 – CTCP,5.185.773.561,9.575.925.483,5185773561.0,9575925483.0
Công ty Cổ phần Đệt May Nha Trang,Công ty Cổ phần Đệt May Nha Trang,Công ty Cổ phần Đệt May Nha Trang,1.465.953.176,39.837.546.572,1465953176.0,39837546572.0
Công ty Cổ phần Hòa Thọ – Quảng Nam,Công ty Cổ phần Hòa Thọ – Quảng Nam,Công ty Cổ phần Hòa Thọ – Quảng Nam,6.264.687,7.600.436.555,6264687.0,7600436555.0
Tổng Công ty Cổ phần May Việt Tiến,Tổng Công ty Cổ phần May Việt Tiến,Tổng Công ty Cổ phần May Việt Tiến,-,532.014.431,,532014431.0
Tổng Công ty May Nhà Bề – CTCP,Tổng Công ty May Nhà Bề – CTCP,Tổng Công ty May Nhà Bề – CTCP,-,217.715.405,,217715405.0
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,4.889.118.731,5.148.350.274,4889118731.0,5148350274.0
,,,214.022.752.421,208.180.721.511,214022752421.0,208180721511.0
