row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND Đã điều chỉnh lại
Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),200,,9.714.281.621.524,10.064.370.417.603,200.0,,9714281621524.0,10064370417603.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,48.299.560.798,47.424.641.529,210.0,,48299560798.0,47424641529.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9,2.342.860.000,4.685.720.000,215.0,9.0,2342860000.0,4685720000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,10(b),152.066.625.594,148.848.846.325,216.0,,152066625594.0,148848846325.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,11,(106.109.924.796),(106.109.924.796),219.0,11.0,-106109924796.0,-106109924796.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.553.947.899.230,5.871.927.505.393,220.0,,5553947899230.0,5871927505393.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,5.306.725.844.505,5.631.367.708.397,221.0,13.0,5306725844505.0,5631367708397.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,14.183.089.852.907,14.066.042.299.637,222.0,,14183089852907.0,14066042299637.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(8.876.364.008.402),(8.434.674.591.240),223.0,,-8876364008402.0,-8434674591240.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,14,154.704.015.687,146.632.497.134,224.0,14.0,154704015687.0,146632497134.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,176.072.027.534,168.730.898.213,225.0,,176072027534.0,168730898213.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(21.368.011.847),(22.098.401.079),226.0,,-21368011847.0,-22098401079.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,15,92.518.039.038,93.927.299.862,227.0,15.0,92518039038.0,93927299862.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,151.254.837.986,146.689.808.395,228.0,,151254837986.0,146689808395.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(58.736.798.948),(52.762.508.533),229.0,,-58736798948.0,-52762508533.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,16,264.931.476.421,275.630.323.034,230.0,16.0,264931476421.0,275630323034.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,366.591.995.896,369.186.255.985,231.0,,366591995896.0,369186255985.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(101.660.519.475),(93.555.932.951),232.0,,-101660519475.0,-93555932951.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,400.958.692.169,448.831.940.444,240.0,,400958692169.0,448831940444.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,17,400.958.692.169,448.831.940.444,242.0,17.0,400958692169.0,448831940444.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,3.138.795.610.940,3.098.825.758.060,250.0,,3138795610940.0,3098825758060.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,7(b),2.991.643.306.334,2.904.444.477.366,252.0,,2991643306334.0,2904444477366.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,7(b),183.478.443.353,182.643.001.466,253.0,,183478443353.0,182643001466.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,7,(184.906.788.083),(147.947.320.772),254.0,7.0,-184906788083.0,-147947320772.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,7(a),148.580.649.336,159.685.600.000,255.0,,148580649336.0,159685600000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,307.348.381.966,321.730.249.143,260.0,,307348381966.0,321730249143.0
Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,261,18(b),291.486.585.521,307.068.866.879,261.0,,291486585521.0,307068866879.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,19,15.280.437.512,14.080.023.331,262.0,19.0,15280437512.0,14080023331.0
