row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2024_2,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,18.232.663.250,2.024.480.884,16.208.182.366,18232663250.0,2024480884.0,16208182366.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,86.762.014.883,5.728.599.727,81.033.415.156,86762014883.0,5728599727.0,81033415156.0
Sau năm năm,Sau năm năm,Sau năm năm,4.005.935.615,37.698.255,3.968.237.360,4005935615.0,37698255.0,3968237360.0
,,,109.000.613.748,7.790.778.866,101.209.834.882,109000613748.0,7790778866.0,101209834882.0
,,,1/1/2024,1/1/2024,1/1/2024,,,
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,24.380.249.836,1.606.317.856,22.773.931.980,24380249836.0,1606317856.0,22773931980.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,71.257.631.288,1.848.382.192,69.409.249.096,71257631288.0,1848382192.0,69409249096.0
Sau năm năm,Sau năm năm,Sau năm năm,12.768.423.890,126.420.039,12.642.003.851,12768423890.0,126420039.0,12642003851.0
,,,108.406.305.014,3.581.120.087,104.825.184.927,108406305014.0,3581120087.0,104825184927.0
