row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2024VNDĐã điều chỉnh lại > 37.849.410.934,Thuế GTGTđầu raVND > 626.015.708.919,Số phải nộptrong nămVND > -,Số đã nộptrong nămVND > (280.467.107.929),Bù trừ vớithuế GTGTđầu vàoVND > (367.964.726.602),Giảm do thoàivốn đầu tư vàocông ty conVND > -,31/12/2024VND > 15.433.285.322,numeric__1/1/2024VNDĐã điều chỉnh lại > 37.849.410.934,numeric__Thuế GTGTđầu raVND > 626.015.708.919,numeric__Số phải nộptrong nămVND > -,numeric__Số đã nộptrong nămVND > (280.467.107.929),numeric__Bù trừ vớithuế GTGTđầu vàoVND > (367.964.726.602),numeric__Giảm do thoàivốn đầu tư vàocông ty conVND > -,numeric__31/12/2024VND > 15.433.285.322
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,262.017,-,5.563.514.874,(5.563.776.891),-,-,-,262017.0,,5563514874.0,-5563776891.0,,,
Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,54.577.490.484,-,120.995.932.118,(128.587.645.505),-,(9.581.866),46.976.195.231,54577490484.0,,120995932118.0,-128587645505.0,,-9581866.0,46976195231.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,7.481.955.938,-,58.876.264.875,(59.140.151.384),-,-,7.218.069.429,7481955938.0,,58876264875.0,-59140151384.0,,,7218069429.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,240.786.550,-,2.976.769.912,(2.929.953.794),-,-,287.602.668,240786550.0,,2976769912.0,-2929953794.0,,,287602668.0
"Tiền thuê, thuế đất","Tiền thuê, thuế đất","Tiền thuê, thuế đất",150.180.526.140,-,179.056.259.705,(328.635.485.241),-,-,601.300.604,150180526140.0,,179056259705.0,-328635485241.0,,,601300604.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,10.793.460.011,-,34.251.143.396,(45.042.765.713),-,-,1.837.694,10793460011.0,,34251143396.0,-45042765713.0,,,1837694.0
,,,261.123.892.074,626.015.708.919,401.719.884.880,(850.366.886.457),(367.964.726.602),(9.581.866),70.518.290.948,261123892074.0,626015708919.0,401719884880.0,-850366886457.0,-367964726602.0,-9581866.0,70518290948.0
