row_label_raw,row_label_full,Tài sản thuế thu nhập hoãn lại:Tài sản cố địnhCác khoản mục khác,Thuế suất > 20%20%,31/12/2024 VND > 10.971.592.5544.308.844.958,1/1/2024 VND > 9.607.892.7594.472.130.572,numeric__Thuế suất > 20%20%,numeric__31/12/2024 VND > 10.971.592.5544.308.844.958,numeric__1/1/2024 VND > 9.607.892.7594.472.130.572
Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,15.280.437.512,14.080.023.331,,15280437512.0,14080023331.0
Thuế thu nhập hoãn lại phải trả:Các khoản dự phòng,Thuế thu nhập hoãn lại phải trả:Các khoản dự phòng,Thuế thu nhập hoãn lại phải trả:Các khoản dự phòng,20%,(166.053.734.923),(106.217.343.886),0.2,-166053734923.0,-106217343886.0
Thuế thu nhập hoãn lại phải trả thuần,Thuế thu nhập hoãn lại phải trả thuần,Thuế thu nhập hoãn lại phải trả thuần,,(150.773.297.411),(92.137.320.555),,-150773297411.0,-92137320555.0
