row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND Đã điều chỉnh lại
VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),400,28,9.276.342.459.032,9.097.137.675.516,400.0,28.0,9276342459032.0,9097137675516.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,9.257.028.236.045,9.076.964.785.614,410.0,,9257028236045.0,9076964785614.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,29,5.000.000.000.000,5.000.000.000.000,411.0,29.0,5000000000000.0,5000000000000.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,30.361.932.352,30.361.932.352,412.0,,30361932352.0,30361932352.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,216.823.916.584,214.733.466.584,414.0,,216823916584.0,214733466584.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,(747.830.122.185),(747.830.122.185),416.0,,-747830122185.0,-747830122185.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,30,824.954.603.341,777.414.063.148,418.0,30.0,824954603341.0,777414063148.0
Lợi nhuận sau thuế (“LNST”)chưa phân phối,Lợi nhuận sau thuế (“LNST”)chưa phân phối,Lợi nhuận sau thuế (“LNST”)chưa phân phối,421,,930.921.957.951,852.462.153.175,421.0,,930921957951.0,852462153175.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,606.539.021.397,686.935.220.277,,,606539021397.0,686935220277.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,324.382.936.554,165.526.932.898,,,324382936554.0,165526932898.0
Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,422,31,543.092.845.095,543.092.845.095,422.0,31.0,543092845095.0,543092845095.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,2.458.703.102.907,2.406.730.447.445,429.0,,2458703102907.0,2406730447445.0
Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,430,,19.314.222.987,20.172.889.902,430.0,,19314222987.0,20172889902.0
Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,432,,19.314.222.987,20.172.889.902,432.0,,19314222987.0,20172889902.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,19.265.850.161.952,19.076.270.669.889,440.0,,19265850161952.0,19076270669889.0
