row_label_raw,row_label_full,col_0,1/1/2022VND,Số đã nộp trong năm VND,Số phát sinh/đã thu được trong năm VND,31/12/2022VND,numeric__1/1/2022VND,numeric__Số đã nộp trong năm VND,numeric__Số phát sinh/đã thu được trong năm VND,numeric__31/12/2022VND
Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,,,,
Thuế thu nhập doanh nghiệp,Thuế > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,204.960.646,408.759.396,(408.759.396),204.960.646,204960646.0,408759396.0,-408759396.0,204960646.0
Văn phòng,Thuế > Văn phòng,Văn phòng,204.960.646,408.759.396,(408.759.396),204.960.646,204960646.0,408759396.0,-408759396.0,204960646.0
"Tiền thuê đất, thuế đất","Thuế > Tiền thuê đất, thuế đất","Tiền thuê đất, thuế đất",996.105.600,-,(996.105.600),-,996105600.0,,-996105600.0,
Văn phòng,Thuế > Văn phòng,Văn phòng,996.105.600,-,(996.105.600),-,996105600.0,,-996105600.0,
,,,1.201.066.246,408.759.396,(1.404.864.996),204.960.646,1201066246.0,408759396.0,-1404864996.0,204960646.0
