row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,1/1/2022,1/1/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__1/1/2022,numeric__1/1/2022_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang,Hàng mua đang,Hàng mua đang,,,,,,,,
đi trên đường,Hàng mua đang > đi trên đường,đi trên đường,45.309.297.871,-,72.066.752.635,-,45309297871.0,,72066752635.0,
Nguyên vật liệu,Hàng mua đang > Nguyên vật liệu,Nguyên vật liệu,83.579.030.691,(10.200.371.911),55.748.239.888,(1.855.019.429),83579030691.0,-10200371911.0,55748239888.0,-1855019429.0
Công cụ và dụng cụ,Hàng mua đang > Công cụ và dụng cụ,Công cụ và dụng cụ,4.346.489.000,-,3.116.338.566,-,4346489000.0,,3116338566.0,
Chi phí sản xuất,Chi phí sản xuất,Chi phí sản xuất,,,,,,,,
kinh doanh dở dang,Chi phí sản xuất > kinh doanh dở dang,kinh doanh dở dang,17.200.370.977,(521.610.497),12.684.568.541,-,17200370977.0,-521610497.0,12684568541.0,
Thành phẩm,Chi phí sản xuất > Thành phẩm,Thành phẩm,192.619.362.939,(43.761.219.554),18.322.590.844,(1.910.259.453),192619362939.0,-43761219554.0,18322590844.0,-1910259453.0
Hàng hóa,Chi phí sản xuất > Hàng hóa,Hàng hóa,3.602.782.534,(613.352.404),3.351.985.468,-,3602782534.0,-613352404.0,3351985468.0,
,,,346.657.334.012,(55.096.554.366),165.290.475.942,(3.765.278.882),346657334012.0,-55096554366.0,165290475942.0,-3765278882.0
