row_label_raw,row_label_full,Vay,Vay_1,Vay_2,Vay_3,Vay_4,Vay_5,numeric__Vay_1,numeric__Vay_2,numeric__Vay_3,numeric__Vay_4,numeric__Vay_5
,,,1/1/2022Giá trị ghi sổ và số có khả năng trả nợ VND,Tăng VND,Biến động trong nămGiảm VND,Chênh lệch tỷ giá VND,31/12/2022Giá trị ghi sổ và số có khả năng trả nợ VND,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,205.511.574.360,1.510.074.730.671,(1.231.789.207.424),17.746.771.958,501.543.869.565,205511574360.0,1510074730671.0,-1231789207424.0,17746771958.0,501543869565.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,97.625.149.694,120.939.571.549,(112.209.980.175),4.439.741.666,110.794.482.734,97625149694.0,120939571549.0,-112209980175.0,4439741666.0,110794482734.0
,,,303.136.724.054,1.631.014.302.220,(1.343.999.187.599),22.186.513.624,612.338.352.299,303136724054.0,1631014302220.0,-1343999187599.0,22186513624.0,612338352299.0
Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,,,,,
,,,,Loại tiền,Lãi suất năm(%),31/12/2022 VND,1/1/2022 VND,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Mỹ Đình,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Mỹ Đình,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Mỹ Đình,USD,"1,9%-4,76%",77.823.806.928,51.450.759.846,,,,77823806928.0,51450759846.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,USD,"1,9%-5,32%",177.987.865.082,136.807.715.754,,,,177987865082.0,136807715754.0,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm,USD,"2,6%-6,16%",203.230.211.579,17.253.098.760,,,,203230211579.0,17253098760.0,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,USD,"4,50%",42.501.985.976,-,,,0.045,42501985976.0,,
,,,,,501.543.869.565,205.511.574.360,,,,501543869565.0,205511574360.0,
