row_label_raw,row_label_full,STT,Đơn vị,Tổng doanh thu2022VND,Chi tiết doanh thu > Doanh thu bán hàng và cung cấp dịch vụ2022VND,Chi tiết doanh thu > Doanh thu hoạt động tài chính2022VND,Chi tiết doanh thu > Thu nhập khác2022VND,Lợi nhuận/(lỗ)sau thuế TNDN2022VND,numeric__Đơn vị,numeric__Tổng doanh thu2022VND,numeric__Chi tiết doanh thu > Doanh thu bán hàng và cung cấp dịch vụ2022VND,numeric__Chi tiết doanh thu > Doanh thu hoạt động tài chính2022VND,numeric__Chi tiết doanh thu > Thu nhập khác2022VND,numeric__Lợi nhuận/(lỗ)sau thuế TNDN2022VND
1,1,1,Văn phòng Công ty mẹ,1.200.329.481.851,684.829.741.476,513.346.237.091,2.153.503.284,337.675.543.340,,1200329481851.0,684829741476.0,513346237091.0,2153503284.0,337675543340.0
2,2,2,Các đơn vị phụ thuộc,,,,,,,,,,,
2,2 > 2,2,Chi nhánh Tập đoàn Đệt May Việt Nam tại TP. Hồ Chí Minh,465.282,-,465.282,-,(268.572),,465282.0,,465282.0,,-268572.0
2,2 > 2,2,Nhà máy Sợi Vinatex Phú Cường,334.643.040.435,334.519.271.224,77.472.915,46.296.296,(118.700.790.384),,334643040435.0,334519271224.0,77472915.0,46296296.0,-118700790384.0
2,2 > 2,2,Nhà máy Sợi Vinatex Nam Định,322.763.843.840,317.652.377.889,5.111.465.951,-,(21.182.741.385),,322763843840.0,317652377889.0,5111465951.0,,-21182741385.0
2,2 > 2,2,Trung tâm Thời trang Vinatex,38.258.735.352,38.055.785.457,71.291.232,131.658.663,3.924.374.401,,38258735352.0,38055785457.0,71291232.0,131658663.0,3924374401.0
2,2 > 2,2,Nhà máy Sản xuất Vải Yarn Dyed,151.880.511,-,1.880.511,150.000.000,146.505.039,,151880511.0,,1880511.0,150000000.0,146505039.0
2,2 > 2,2,Nhà máy May Quế Sơn,397.811,-,397.811,-,(4.686.734),,397811.0,,397811.0,,-4686734.0
2,2 > 2,2,Nhà máy May Gò Quao,-,-,-,-,(1.797.217),,,,,,-1797217.0
3,2 > 3,3,Tổng cộng,1.896.147.845.082,1.375.057.176.046,518.609.210.793,2.481.458.243,201.856.138.488,,1896147845082.0,1375057176046.0,518609210793.0,2481458243.0,201856138488.0
