row_label_raw,row_label_full,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i) > Ngân hàng Phát triển Châu Á (ii) > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii) > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv) > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (v) > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,Loại tiền > USD > VND > USD,"Lãi suất năm % > 2,80% > Thà nôi > 5,20% > 5,81% > 7,60% - 9,40% > 4,53% - 7,66% > 5,36%",Năm đáo hạn > 2023-2025 > 2023-2039 > 2023-2025 > 2023-2024 > 2025,31/12/2022 VND > 21.689.963.698 > 1.566.298.071.700 > 55.955.340.000 > 48.450.245.306 > 15.324.942.842 > 26.022.911.250 > -,1/1/2022 VND > 20.949.598.314 > 1.546.192.755.805 > 63.350.880.000 > 85.766.403.466 > 21.892.752.842 > 39.497.233.800 > 16.949.385.840,numeric__Loại tiền > USD > VND > USD,"numeric__Lãi suất năm % > 2,80% > Thà nôi > 5,20% > 5,81% > 7,60% - 9,40% > 4,53% - 7,66% > 5,36%",numeric__Năm đáo hạn > 2023-2025 > 2023-2039 > 2023-2025 > 2023-2024 > 2025,numeric__31/12/2022 VND > 21.689.963.698 > 1.566.298.071.700 > 55.955.340.000 > 48.450.245.306 > 15.324.942.842 > 26.022.911.250 > -,numeric__1/1/2022 VND > 20.949.598.314 > 1.546.192.755.805 > 63.350.880.000 > 85.766.403.466 > 21.892.752.842 > 39.497.233.800 > 16.949.385.840
,,,,,,1.733.741.474.796,1.794.599.010.067,,,,1733741474796.0,1794599010067.0
,,,,,,(110.794.482.734),(97.625.149.694),,,,-110794482734.0,-97625149694.0
Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 20(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 20(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 20(a)),,,,1.622.946.992.062,1.696.973.860.373,,,,1622946992062.0,1696973860373.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,,,,,,,
