row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2022VND,1/1/2022VND,numeric__Nămđáo hạn,numeric__31/12/2022VND,numeric__1/1/2022VND
Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,,,
▪ Công ty Cổ phần Dệt May Huế (i),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Dệt May Huế (i),▪ Công ty Cổ phần Dệt May Huế (i),2024-2025,46.400.000.000,-,,46400000000.0,
▪ Tổng Công ty Cổ phần Phong Phú (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Phong Phú (ii),▪ Tổng Công ty Cổ phần Phong Phú (ii),2024-2035,508.647.385.403,514.420.670.005,,508647385403.0,514420670005.0
▪ Tổng Công ty Cổ phần Dệt May Hà Nội (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Hà Nội (ii),▪ Tổng Công ty Cổ phần Dệt May Hà Nội (ii),2024-2035,207.809.025.661,210.167.714.008,,207809025661.0,210167714008.0
▪ Tổng Công ty Cổ phần Dệt May Hòa Thọ (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Hòa Thọ (ii),▪ Tổng Công ty Cổ phần Dệt May Hòa Thọ (ii),2024-2035,204.614.175.079,206.936.601.158,,204614175079.0,206936601158.0
▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (ii),▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (ii),2024-2035,128.705.817.681,130.166.663.496,,128705817681.0,130166663496.0
▪ Công ty Cổ phần Dệt May Huế (ii),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Dệt May Huế (ii),▪ Công ty Cổ phần Dệt May Huế (ii),2024-2035,77.744.077.688,78.626.493.876,,77744077688.0,78626493876.0
▪ Công ty TNHH Một thành viên Dệt 8-3 (ii),Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Dệt 8-3 (ii),▪ Công ty TNHH Một thành viên Dệt 8-3 (ii),2024-2035,72.680.842.708,73.505.789.988,,72680842708.0,73505789988.0
▪ Công ty TNHH Một thành viên Dệt Kim Đông Xuân (ii),Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Dệt Kim Đông Xuân (ii),▪ Công ty TNHH Một thành viên Dệt Kim Đông Xuân (ii),2024-2035,57.579.446.116,58.232.988.167,,57579446116.0,58232988167.0
▪ Công ty TNHH Một thành viên Dệt Kim Đông Phương (iii),Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Dệt Kim Đông Phương (iii),▪ Công ty TNHH Một thành viên Dệt Kim Đông Phương (iii),2024,3.200.000.000,6.400.000.000,2024.0,3200000000.0,6400000000.0
▪ Công ty TNHH Một thành viên Dệt Kim Đông Xuân (iv),Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Dệt Kim Đông Xuân (iv),▪ Công ty TNHH Một thành viên Dệt Kim Đông Xuân (iv),2024-2027,46.342.959.288,-,,46342959288.0,
▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 2 (v),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 2 (v),▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 2 (v),2024-2025,43.200.000.000,-,,43200000000.0,
▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 1 (vi),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 1 (vi),▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 1 (vi),2025,79.010.290.454,-,2025.0,79010290454.0,
▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 2 (vii),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 2 (vii),▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 2 (vii),2023,-,3.500.000.000,2023.0,,3500000000.0
▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 4 (viii),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 4 (viii),▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Dệt May – Khoản 4 (viii),2024,10.000.000.000,-,2024.0,10000000000.0,
▪ Công ty TNHH Tổng Công ty Dệt May Miền Nam – Vinatex,Phải thu về cho vay các công ty con > ▪ Công ty TNHH Tổng Công ty Dệt May Miền Nam – Vinatex,▪ Công ty TNHH Tổng Công ty Dệt May Miền Nam – Vinatex,2023,-,4.000.000.000,2023.0,,4000000000.0
,,,,1.485.934.020.078,1.285.956.920.698,,1485934020078.0,1285956920698.0
