row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
100,100,100,TÀI SẢN NGẮN HẠN,,18.614.031.193.890,15.692.597.267.632,,,18614031193890.0,15692597267632.0
110,110,110,Tiền và các khoản tương đương tiền,3,522.025.257.031,1.122.712.392.130,,3.0,522025257031.0,1122712392130.0
111,111,111,Tiền,,438.425.257.031,1.022.712.392.130,,,438425257031.0,1022712392130.0
112,112,112,Các khoản tương đương tiền,,83.600.000.000,100.000.000.000,,,83600000000.0,100000000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,2.007.488.137.408,1.020.170.000.000,,,2007488137408.0,1020170000000.0
121,121,121,Chứng khoán kinh doanh,12(a),97.918.137.408,-,,,97918137408.0,
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,12(b),1.909.570.000.000,1.020.170.000.000,,,1909570000000.0,1020170000000.0
130,130,130,Các khoản phải thu ngắn hạn,,153.980.309.545,401.134.922.152,,,153980309545.0,401134922152.0
131,131,131,Phải thu ngắn hạn của khách háng,4,48.760.415.990,70.851.635.761,,4.0,48760415990.0,70851635761.0
132,132,132,Trả trước cho người bán ngắn hạn,,38.085.152.243,253.102.611.434,,,38085152243.0,253102611434.0
135,135,135,Phải thu về cho vay ngắn hạn,5,8.000.000.000,40.000.000.000,,5.0,8000000000.0,40000000000.0
136,136,136,Phải thu ngắn hạn khác,6(a),90.681.158.676,64.867.442.121,,,90681158676.0,64867442121.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(31.918.617.346),(28.518.444.279),,7.0,-31918617346.0,-28518444279.0
139,139,139,Tài sản thiếu chờ xử lý,,372.199.982,831.677.115,,,372199982.0,831677115.0
140,140,140,Hàng tồn kho,8,15.835.334.529.837,13.015.170.477.311,,8.0,15835334529837.0,13015170477311.0
141,141,141,Hàng tồn kho,,15.881.309.718.303,13.074.586.927.914,,,15881309718303.0,13074586927914.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(45.975.188.466),(59.416.450.603),,,-45975188466.0,-59416450603.0
150,150,150,Tài sản ngắn hạn khác,,95.202.960.069,133.409.476.039,,,95202960069.0,133409476039.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),94.862.372.660,132.726.608.716,,,94862372660.0,132726608716.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,234.579.085,682.867.323,,,234579085.0,682867323.0
153,153,153,Thuế và các khoản phải thu Nhà nước,,106.008.324,-,,,106008324.0,
