row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
300,300,300,NỘ PHẢI TRÀ,,6.888.716.787.629,5.952.424.147.163,,,6888716787629.0,5952424147163.0
310,310,310,Nợ ngắn hạn,,6.874.318.773.629,5.941.881.733.413,,,6874318773629.0,5941881733413.0
311,311,311,Phải trả người bán ngắn hạn,13,333.861.329.514,624.291.098.148,,13.0,333861329514.0,624291098148.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,182.492.529.057,188.182.044.409,,14.0,182492529057.0,188182044409.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15,777.717.691.575,448.697.283.312,,15.0,777717691575.0,448697283312.0
314,314,314,Phải trả người lao động,16,569.308.694.234,596.322.426.230,,16.0,569308694234.0,596322426230.0
315,315,315,Chỉ phí phải trả ngắn hạn,17,321.827.090.456,360.040.211.420,,17.0,321827090456.0,360040211420.0
319,319,319,Phải trả ngắn hạn khác,18,103.175.435.252,106.241.642.105,,18.0,103175435252.0,106241642105.0
320,320,320,Vay ngắn hạn,19,4.223.385.635.653,3.341.542.016.760,,19.0,4223385635653.0,3341542016760.0
321,321,321,Dự phòng phải trả ngắn hạn,21(a),26.574.672.229,26.547.708.303,,,26574672229.0,26547708303.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,335.975.695.659,250.017.302.726,,20.0,335975695659.0,250017302726.0
330,330,330,Nợ dài hạn,,14.398.014.000,10.542.413.750,,,14398014000.0,10542413750.0
337,337,337,Phải trả dài hạn khác,,1.715.384.000,178.668.000,,,1715384000.0,178668000.0
342,342,342,Dự phòng phải trả dài hạn,21(b),12.682.630.000,10.363.745.750,,,12682630000.0,10363745750.0
400,400,400,VỐN CHỦ SỞ HỮU,,13.274.913.459.412,11.255.306.630.522,,,13274913459412.0,11255306630522.0
410,410,410,Vốn chủ sở hữu,,13.274.913.459.412,11.255.306.630.522,,,13274913459412.0,11255306630522.0
411,411,411,Vốn góp của chủ sở hữu,"23, 24",3.413.186.660.000,3.380.747.760.000,,,3413186660000.0,3380747760000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.413.186.660.000,3.380.747.760.000,,,3413186660000.0,3380747760000.0
412,412,412,Thăng dư vốn cổ phần,24,1.982.694.812.458,1.950.309.912.458,,24.0,1982694812458.0,1950309912458.0
415,415,415,Cổ phiếu quỹ,24,(3.384.090.000),(3.384.090.000),,24.0,-3384090000.0,-3384090000.0
418,418,418,Quỹ đầu tư phát triển,24,3.471.447.556.918,2.626.281.556.918,,24.0,3471447556918.0,2626281556918.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,4.410.968.520.036,3.301.351.491.146,,24.0,4410968520036.0,3301351491146.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.582.471.057.146,1.188.435.208.200,,,1582471057146.0,1188435208200.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.828.497.462.890,2.112.916.282.946,,,2828497462890.0,2112916282946.0
440,440,440,TỔNG NGUỒN VỐN,,20.163.630.247.041,17.207.730.777.685,,,20163630247041.0,17207730777685.0
