row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kể toán trước thuế Điều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kể toán trước thuế Điều chỉnh cho các khoản:,01 Lợi nhuận kể toán trước thuế Điều chỉnh cho các khoản:,01 Lợi nhuận kể toán trước thuế Điều chỉnh cho các khoản:,3.547.839.490.791,2.651.012.449.308,,3547839490791.0,2651012449308.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",85.291.458.403,80.821.846.271,,85291458403.0,80821846271.0
03 (Hoàn nhập dự phòng)/các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 (Hoàn nhập dự phòng)/các khoản dự phòng,03 (Hoàn nhập dự phòng)/các khoản dự phòng,03 (Hoàn nhập dự phòng)/các khoản dự phòng,(7.695.240.894),77.722.354.056,,-7695240894.0,77722354056.0
04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiến tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiến tệ có gốc ngoại tệ,04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiến tệ có gốc ngoại tệ,04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiến tệ có gốc ngoại tệ,(2.434.348.570),140.360.327,,-2434348570.0,140360327.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,(110.244.947.701),(47.046.699.012),,-110244947701.0,-47046699012.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,06 Chi phí lãi vay,119.082.599.327,46.775.305.829,,119082599327.0,46775305829.0
08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,3.631.839.011.356,2.809.425.616.779,,3631839011356.0,2809425616779.0
09 Giámú(tăng) các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Giámú(tăng) các khoản phải thu,09 Giámú(tăng) các khoản phải thu,09 Giámú(tăng) các khoản phải thu,235.691.148.778,(261.742.771.385),,235691148778.0,-261742771385.0
10 Tăng hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 Tăng hàng tồn kho,10 Tăng hàng tồn kho,10 Tăng hàng tồn kho,(2.806.722.790.389),(2.129.837.921.117),,-2806722790389.0,-2129837921117.0
