row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
11 (Giảm)/tăng các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 (Giảm)/tăng các khoản phải trả,11 (Giảm)/tăng các khoản phải trả,11 (Giảm)/tăng các khoản phải trả,(369.026.498.161),273.559.805.376,,-369026498161.0,273559805376.0
12 Giảm chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Giảm chi phí trả trước,12 Giảm chi phí trả trước,12 Giảm chi phí trả trước,169.889.358.691,13.981.231.920,,169889358691.0,13981231920.0
13 Tăng chứng khoán kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13 Tăng chứng khoán kinh doanh,13 Tăng chứng khoán kinh doanh,13 Tăng chứng khoán kinh doanh,(97.918.137.408),,,-97918137408.0,
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,(117.889.071.318),(46.067.825.009),,-117889071318.0,-46067825009.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,(607.285.010.641),(555.484.436.785),,-607285010641.0,-555484436785.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,(19.687.607.067),(20.648.525.024),,-19687607067.0,-20648525024.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,18.890.403.841,83.185.174.755,,18890403841.0,83185174755.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
21 Tiền chi để mua sám TSCĐ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21 Tiền chi để mua sám TSCĐ,21 Tiền chi để mua sám TSCĐ,21 Tiền chi để mua sám TSCĐ,(115.542.827.250),(90.406.299.690),,-115542827250.0,-90406299690.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",3.636.364,3.181.818,,3636364.0,3181818.0
23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,(4.067.400.000.000),(1.120.070.000.000),,-4067400000000.0,-1120070000000.0
24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,3.210.000.000.000,960.000.000.000,,3210000000000.0,960000000000.0
25 Tiền chi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,(1.950.000.000),,,-1950000000.0,
"27 Tiền thu lãi tiền gửi, lãi cho vay và lãi trái phiếu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27 Tiền thu lãi tiền gửi, lãi cho vay và lãi trái phiếu","27 Tiền thu lãi tiền gửi, lãi cho vay và lãi trái phiếu","27 Tiền thu lãi tiền gửi, lãi cho vay và lãi trái phiếu",81.101.160.826,39.436.141.188,,81101160826.0,39436141188.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,(893.788.030.060),(211.036.976.684),,-893788030060.0,-211036976684.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31 Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31 Tiền thu từ phát hành cổ phiếu,31 Tiền thu từ phát hành cổ phiếu,31 Tiền thu từ phát hành cổ phiếu,64.823.800.000,67.243.920.000,,64823800000.0,67243920000.0
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,9.817.871.495.359,6.788.859.495.016,,9817871495359.0,6788859495016.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,(8.936.027.876.466),(5.831.605.732.949),,-8936027876466.0,-5831605732949.0
36 Tiền chi trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền chi trả cổ tức,36 Tiền chi trả cổ tức,36 Tiền chi trả cổ tức,(673.692.457.830),(671.681.829.760),,-673692457830.0,-671681829760.0
40 Lưu chuyển thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển thuần từ hoạt động tài chính,40 Lưu chuyển thuần từ hoạt động tài chính,40 Lưu chuyển thuần từ hoạt động tài chính,272.974.961.063,352.815.852.307,,272974961063.0,352815852307.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,(601.922.665.156),224.964.050.378,,-601922665156.0,224964050378.0
60 Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và các khoản tương đương tiền đầu năm,60 Tiền và các khoản tương đương tiền đầu năm,3,1.122.712.392.130,896.147.917.336,3.0,1122712392130.0,896147917336.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1.235.530.057,1.600.424.416,,1235530057.0,1600424416.0
70 Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và các khoản tương đương tiền cuối năm,70 Tiền và các khoản tương đương tiền cuối năm,3,522.025.257.631,1.122.712.392.130,3.0,522025257631.0,1122712392130.0
