row_label_raw,row_label_full,col_0,Số cổ phiếu,Số cổ phiếu_1,Cổ phiếu phổ thông VND,Cổ phiếu quỹ VND,numeric__Số cổ phiếu,numeric__Số cổ phiếu_1,numeric__Cổ phiếu phổ thông VND,numeric__Cổ phiếu quỹ VND
,,,Cổ phiếu phổ thông,Cổ phiếu quỹ,Cổ phiếu phổ thông VND,Cổ phiếu quỹ VND,,,,
Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,328.169.188,(169.559),3.281.691.880.000,(1.695.590.000),328169188.0,-169559.0,3281691880000.0,-1695590000.0
Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động đotted 1,Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động đotted 1,Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động đotted 1,6.559.992,-,65.599.920.000,-,6559992.0,,65599920000.0,
Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động đotted 2,Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động đotted 2,Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động đotted 2,3.345.596,-,33.455.960.000,-,3345596.0,,33455960000.0,
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,338.074.776,(169.559),3.380.747.760.000,(1.695.590.000),338074776.0,-169559.0,3380747760000.0,-1695590000.0
Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động (i),Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động (i),Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động (i),3.243.890,-,32.438.900.000,-,3243890.0,,32438900000.0,
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,341.318.666,(169.559),3.413.186.660.000,(1.695.590.000),341318666.0,-169559.0,3413186660000.0,-1695590000.0
