row_label_raw,row_label_full,col_0,Land use rights (*) VND,Software VND,Total VND,numeric__Land use rights (*) VND,numeric__Software VND,numeric__Total VND
Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,,,
As at 1 January 2025,As at 1 January 2025,As at 1 January 2025,"557,818,230,168","150,323,964,385","708,142,194,553",,,
New purchases,New purchases,New purchases,"25,140,141,000","1,662,822,000","26,802,963,000",,,
As at 31 December 2025,As at 31 December 2025,As at 31 December 2025,"582,958,371,168","151,986,786,385","734,945,157,553",,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,,,
As at 1 January 2025,As at 1 January 2025,As at 1 January 2025,-,"99,453,623,956","99,453,623,956",,,
Charge for the year,Charge for the year,Charge for the year,-,"15,966,221,124","15,966,221,124",,,
As at 31 December 2025,As at 31 December 2025,As at 31 December 2025,-,"115,419,845,080","115,419,845,080",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
As at 1 January 2025,As at 1 January 2025,As at 1 January 2025,"557,818,230,168","50,870,340,429","608,688,570,597",,,
As at 31 December 2025,As at 31 December 2025,As at 31 December 2025,"582,958,371,168","36,566,941,305","619,525,312,473",,,
