row_label_raw,row_label_full,col_0,2025,2025_1,2025_2,2025_3,numeric__2025,numeric__2025_1,numeric__2025_2,numeric__2025_3
,,,Cost VND,Recoverable amount VND,Provision VND,Overdue period,,,,
Receivables that were past due,Receivables that were past due,Receivables that were past due,"31,918,617,346",-,"(31,918,617,346)",From over 6 months to over 3 years,,,,
,,,2024,2024,2024,2024,2024.0,2024.0,2024.0,2024.0
,,,Cost VND,Recoverable amount VND,Provision VND,Overdue period,,,,
Receivables that were past due,Receivables that were past due,Receivables that were past due,"31,776,449,347","3,258,005,068","(28,518,444,279)",From over 6 months to over 3 years,,,,
