row_label_raw,row_label_full,"Doanh thu bán vàng, bạc và đồ trang sức",35.250.688.550.468,38.092.471.529.707,numeric__35.250.688.550.468,numeric__38.092.471.529.707
Doanh thu bán phụ kiện,Doanh thu bán phụ kiện,Doanh thu bán phụ kiện,85.422.286.064,63.625.784.731,85422286064.0,63625784731.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,74.478.776.084,76.303.869.612,74478776084.0,76303869612.0
,,,35.410.589.612.616,38.232.401.184.050,35410589612616.0,38232401184050.0
