row_label_raw,row_label_full,col_0,2025VND,2024VND,numeric__2025VND,numeric__2024VND
Accounting profit before tax,Accounting profit before tax,Accounting profit before tax,"3,547,839,490,791","2,651,012,449,308",,
Tax calculated at a rate of 20%,Tax calculated at a rate of 20%,Tax calculated at a rate of 20%,"709,567,898,158","530,202,489,862",,
Effect of:,Effect of:,Effect of:,,,,
Expenses not deductible for tax purposes,Expenses not deductible for tax purposes,Expenses not deductible for tax purposes,"6,863,239,283","3,558,315,121",,
Temporary differences for which no deferred income tax asset was recognised,Temporary differences for which no deferred income tax asset was recognised,Temporary differences for which no deferred income tax asset was recognised,"1,597,658,504","13,661,713,230",,
Utilisation of tax losses,Utilisation of tax losses,Utilisation of tax losses,-,"(9,326,351,851)",,
Under-provision in previous years,Under-provision in previous years,Under-provision in previous years,"1,313,231,956",-,,
CIT charge (*),CIT charge (*),CIT charge (*),"719,342,027,901","538,096,166,362",,
Charged/(credited) to the consolidated income statement:,Charged/(credited) to the consolidated income statement:,Charged/(credited) to the consolidated income statement:,,,,
CIT – current,CIT – current,CIT – current,"849,656,975,908","615,476,890,636",,
CIT – deferred,CIT – deferred,CIT – deferred,"(130,314,948,007)","(77,380,724,274)",,
,,,"719,342,027,901","538,096,166,362",,
