row_label_raw,row_label_full,Year of tax loss,Status of tax authorities' review,Loss incurred VND,Loss utilised (**) VND,Accumulated loss carried forward VND,numeric__Status of tax authorities' review,numeric__Loss incurred VND,numeric__Loss utilised (**) VND,numeric__Accumulated loss carried forward VND
2020,2020,2020,(***),"10,282,182,285",-,"80,784,490,272",,,,
2021,2021,2021,(***),"15,172,895,504",-,"95,957,385,776",,,,
2022,2022,2022,Inspected,-,"(17,781,223,086)","78,176,162,690",,,,
2023,2023,2023,Outstanding,-,"(24,053,254,587)","54,122,908,103",,,,
2024,2024,2024,Outstanding,-,"(47,275,355,453)","6,847,552,650",,,,
2025,2025,2025,Outstanding,-,-,"6,847,552,650",,,,
