row_label_raw,row_label_full,2025VND,2024VND,numeric__2024VND
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
2025VND,2025VND,2025VND,2024VND,
