row_label_raw,row_label_full,col_0,Tại ngày1.1.2025VND,Số phải nộptrong nămVND,Số đã thực nộp/cán trừ trong nămVND,Tại ngày31.12.2025VND,numeric__Tại ngày1.1.2025VND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộp/cán trừ trong nămVND,numeric__Tại ngày31.12.2025VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,64.950.481.829,1.016.123.917.205,(977.862.676.648),103.211.722.386,64950481829.0,1016123917205.0,-977862676648.0,103211722386.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,362.679.077.934,848.350.298.085,(607.285.010.641),603.744.365.378,362679077934.0,848350298085.0,-607285010641.0,603744365378.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,16.508.890.914,415.972.047.376,(366.278.167.114),66.202.771.176,16508890914.0,415972047376.0,-366278167114.0,66202771176.0
Khác,Khác,Khác,4.558.832.635,8.923.190.767,(8.923.190.767),4.558.832.635,4558832635.0,8923190767.0,-8923190767.0,4558832635.0
,,,448.697.283.312,2.289.369.453.433,(1.960.349.045.170),777.717.691.575,448697283312.0,2289369453433.0,-1960349045170.0,777717691575.0
