row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,2.463.733.814.035,5.414.968.023.839,,1.0,25.0,2463733814035.0,5414968023839.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,25,164.601.571,67.226.030,,2.0,25.0,164601571.0,67226030.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,2.463.569.212.464,5.414.900.797.809,,10.0,25.0,2463569212464.0,5414900797809.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,2.397.457.425.757,5.310.320.159.922,,11.0,26.0,2397457425757.0,5310320159922.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,66.111.786.707,104.580.637.887,,20.0,,66111786707.0,104580637887.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,1.506.226.047.470,738.958.467.895,,21.0,27.0,1506226047470.0,738958467895.0
7.,7.,7.,Chi phí tài chính,22,28,749.192.808.722,604.970.853.176,,22.0,28.0,749192808722.0,604970853176.0
,,,- Trong đó: Chi phí lãi vay,23,,360.930.914.679,417.890.452.607,,23.0,,360930914679.0,417890452607.0
8.,8.,8.,Chi phí bán hàng,25,29,5.010.473.234,5.276.176.941,,25.0,29.0,5010473234.0,5276176941.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,108.298.991.465,117.849.198.301,,26.0,29.0,108298991465.0,117849198301.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26),30,,709.835.560.756,115.442.877.364,,30.0,,709835560756.0,115442877364.0
11.,11.,11.,Thu nhập khác,31,31,11.737.124.360,2.943.490.427,,31.0,31.0,11737124360.0,2943490427.0
12.,12.,12.,Chi phí khác,32,,5.211.953.696,871.332.391,,32.0,,5211953696.0,871332391.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,6.525.170.664,2.072.158.036,,40.0,,6525170664.0,2072158036.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,716.360.731.420,117.515.035.400,,50.0,,716360731420.0,117515035400.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,7.365.517.897,-,,51.0,32.0,7365517897.0,
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,708.995.213.523,117.515.035.400,,60.0,,708995213523.0,117515035400.0
