row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ
Glencore International AG,Glencore International AG,Glencore International AG,209.737.699.143,209.737.699.143,82.726.278.896,82.726.278.896,209737699143.0,209737699143.0,82726278896.0,82726278896.0
LS-Nikko Copper Inc.,LS-Nikko Copper Inc.,LS-Nikko Copper Inc.,141.917.353.538,141.917.353.538,293.438.419.981,293.438.419.981,141917353538.0,141917353538.0,293438419981.0,293438419981.0
Công ty Cổ phần Đầu tư Xây dựng Newtecons,Công ty Cổ phần Đầu tư Xây dựng Newtecons,Công ty Cổ phần Đầu tư Xây dựng Newtecons,43.479.728.084,43.479.728.084,37.080.566.801,37.080.566.801,43479728084.0,43479728084.0,37080566801.0,37080566801.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,25.245.159.375,25.245.159.375,67.479.404.704,67.479.404.704,25245159375.0,25245159375.0,67479404704.0,67479404704.0
,,,420.379.940.140,420.379.940.140,480.724.670.382,480.724.670.382,420379940140.0,420379940140.0,480724670382.0,480724670382.0
Trong đó: Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 33),Trong đó: Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 33),Trong đó: Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 33),2.551.500,2.551.500,11.254.101,11.254.101,2551500.0,2551500.0,11254101.0,11254101.0
