row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,,
Công ty TNHH MTV Cadivi Đông Nai,Doanh thu chưa thực hiện > Công ty TNHH MTV Cadivi Đông Nai,Công ty TNHH MTV Cadivi Đông Nai,103.285.184.639,106.835.521.307,103285184639.0,106835521307.0
Công ty Cổ phần Dây cấp điện Việt Nam,Doanh thu chưa thực hiện > Công ty Cổ phần Dây cấp điện Việt Nam,Công ty Cổ phần Dây cấp điện Việt Nam,20.536.235.545,21.242.150.437,20536235545.0,21242150437.0
Công ty Cổ phần K.I.P Việt Nam,Doanh thu chưa thực hiện > Công ty Cổ phần K.I.P Việt Nam,Công ty Cổ phần K.I.P Việt Nam,171.379.200,171.379.201,171379200.0,171379201.0
Công ty Dây đồng Việt Nam CFT,Doanh thu chưa thực hiện > Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,-,10.293.672.078,,10293672078.0
,,,123.992.799.384,138.542.723.023,123992799384.0,138542723023.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,,
Công ty Cổ phần Chế Tạo Điện Cơ Hà Nội,Chỉ phí phải trả > Công ty Cổ phần Chế Tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế Tạo Điện Cơ Hà Nội,-,4.213.698.627,,4213698627.0
Công ty Cổ phần chứng khoán VIX,Chỉ phí phải trả > Công ty Cổ phần chứng khoán VIX,Công ty Cổ phần chứng khoán VIX,-,860.000.000,,860000000.0
,,,-,5.073.698.627,,5073698627.0
