row_label_raw,row_label_full,Ông Nguyễn Hoa Cương,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Phó Chủ tịch,
Ông Nguyễn Trọng Hiền,Ông Nguyễn Trọng Hiền,Ông Nguyễn Trọng Hiền,Phó Chủ tịch (Thành viên độc lập),
Ông Lương Thanh Tùng,Ông Lương Thanh Tùng,Ông Lương Thanh Tùng,Phó Chủ tịch,
Ông Nguyễn Văn Tuân,Ông Nguyễn Văn Tuân,Ông Nguyễn Văn Tuân,Thành viên,
Ông Võ Anh Linh,Ông Võ Anh Linh,Ông Võ Anh Linh,Thành viên độc lập (miễn nhiệm ngày 12 tháng 5 năm 2022),
Ông Đậu Minh Lâm,Ông Đậu Minh Lâm,Ông Đậu Minh Lâm,Thành viên độc lập,
Ông Lê Bá Thọ,Ông Lê Bá Thọ,Ông Lê Bá Thọ,Thành viên (bố nhiệm ngày 12 tháng 5 năm 2022),
