row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VNDDự phòng,Số cuối năm > Giá gốc_1,Số đầu năm > Giá trị hợp lý,Số đầu năm > VNDDự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VNDDự phòng,numeric__Số cuối năm > Giá gốc_1,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VNDDự phòng
Trái phiếu (i),Trái phiếu (i),Trái phiếu (i),1.100.000.000.000,(i),-,3.619.955.564.510,(i),-,1100000000000.0,,,3619955564510.0,,
Cố phiếu (ii),Cố phiếu (ii),Cố phiếu (ii),769.754.643.884,767.229.243.884,(2.525.400.000),700.889.075.603,685.115.334.198,(15.773.741.405),769754643884.0,767229243884.0,-2525400000.0,700889075603.0,685115334198.0,-15773741405.0
,,,1.869.754.643.884,,(2.525.400.000),4.320.844.640.113,,(15.773.741.405),1869754643884.0,,-2525400000.0,4320844640113.0,,-15773741405.0
