row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,11.279.739.443.344,10.905.481.331.871,,200.0,,11279739443344.0,10905481331871.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.075.248.000.000,1.648.998.000.000,,210.0,,1075248000000.0,1648998000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,8,1.060.625.000.000,1.634.375.000.000,,215.0,8.0,1060625000000.0,1634375000000.0
2.,2.,2.,Phải thu dài hạn khác,216,9,14.623.000.000,14.623.000.000,,216.0,9.0,14623000000.0,14623000000.0
II.,II.,II.,Tài sản cố định,220,,39.119.148.470,44.213.693.928,,220.0,,39119148470.0,44213693928.0
1.,1.,1.,Tài sản cố định hữu hình,221,13,39.111.370.678,44.182.582.808,,221.0,13.0,39111370678.0,44182582808.0
,,,- Nguyên giá,222,,85.979.098.488,127.482.299.557,,222.0,,85979098488.0,127482299557.0
,,,- Giá trị hao mòn lũy kế,223,,(46.867.727.810),(83.299.716.749),,223.0,,-46867727810.0,-83299716749.0
2.,2.,2.,Tài sản cố định vô hình,227,,7.777.792,31.111.120,,227.0,,7777792.0,31111120.0
,,,- Nguyên giá,228,,130.000.000,130.000.000,,228.0,,130000000.0,130000000.0
,,,- Giá trị hao mòn lũy kế,229,,(122.222.208),(98.888.880),,229.0,,-122222208.0,-98888880.0
III.,III.,III.,Bất động sản đầu tư,230,14,268.352.058.240,288.631.639.799,,230.0,14.0,268352058240.0,288631639799.0
,,,- Nguyên giá,231,,380.207.584.723,387.518.394.723,,231.0,,380207584723.0,387518394723.0
,,,- Giá trị hao mòn lũy kế,232,,(111.855.526.483),(98.886.754.924),,232.0,,-111855526483.0,-98886754924.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,620.665.077.447,310.854.190.682,,240.0,,620665077447.0,310854190682.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,15,620.665.077.447,310.854.190.682,,242.0,15.0,620665077447.0,310854190682.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,16,9.253.837.076.877,8.585.695.772.332,,250.0,16.0,9253837076877.0,8585695772332.0
1.,1.,1.,Đầu tư vào công ty con,251,,9.253.837.076.877,8.533.837.076.877,,251.0,,9253837076877.0,8533837076877.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,-,51.858.695.455,,252.0,,,51858695455.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,22.518.082.310,27.088.035.130,,260.0,,22518082310.0,27088035130.0
1.,1.,1.,Chi phí trả trước dài hạn,261,12,22.518.082.310,27.088.035.130,,261.0,12.0,22518082310.0,27088035130.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,14.128.544.284.931,18.442.647.893.002,,270.0,,14128544284931.0,18442647893002.0
