row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,2.848.804.841.587,7.537.166.561.131,,100.0,,2848804841587.0,7537166561131.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,286.767.458.608,359.624.728.013,,110.0,4.0,286767458608.0,359624728013.0
1.,1.,1.,Tiền,111,,285.567.458.608,359.624.728.013,,111.0,,285567458608.0,359624728013.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.200.000.000,-,,112.0,,1200000000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.867.229.243.884,4.305.070.898.708,,120.0,,1867229243884.0,4305070898708.0
1.,1.,1.,Chứng khoán kinh doanh,121,5,1.869.754.643.884,4.320.844.640.113,,121.0,5.0,1869754643884.0,4320844640113.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,5,(2.525.400.000),(15.773.741.405),,122.0,5.0,-2525400000.0,-15773741405.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,439.825.467.214,2.350.126.314.807,,130.0,,439825467214.0,2350126314807.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,102.401.645.817,1.102.482.027.203,,131.0,6.0,102401645817.0,1102482027203.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,164.100.983.431,23.990.302.042,,132.0,7.0,164100983431.0,23990302042.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,8,77.750.000.000,896.350.000.000,,135.0,8.0,77750000000.0,896350000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,9,109.743.657.076,341.812.229.091,,136.0,9.0,109743657076.0,341812229091.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(14.170.819.110),(14.508.243.529),,137.0,10.0,-14170819110.0,-14508243529.0
IV.,IV.,IV.,Hàng tồn kho,140,11,209.737.699.143,484.811.131.872,,140.0,11.0,209737699143.0,484811131872.0
1.,1.,1.,Hàng tồn kho,141,,209.737.699.143,484.811.131.872,,141.0,,209737699143.0,484811131872.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,45.244.972.738,37.533.487.731,,150.0,,45244972738.0,37533487731.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,12,13.658.208.804,13.824.239.465,,151.0,12.0,13658208804.0,13824239465.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,31.346.153.191,21.111.939.946,,152.0,,31346153191.0,21111939946.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,18,240.610.743,2.597.308.320,,153.0,18.0,240610743.0,2597308320.0
