row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,4.545.617.786.987,9.137.813.745.413,,300.0,,4545617786987.0,9137813745413.0
I.,I.,I.,Nợ ngắn hạn,310,,2.495.432.551.122,4.525.089.959.188,,310.0,,2495432551122.0,4525089959188.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,420.379.940.140,480.724.670.382,,311.0,17.0,420379940140.0,480724670382.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.258.991.054,256.190.089,,312.0,,1258991054.0,256190089.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,12.561.624.418,354.467.250,,313.0,18.0,12561624418.0,354467250.0
4.,4.,4.,Phải trả người lao động,314,,11.262.684.246,12.029.629.973,,314.0,,11262684246.0,12029629973.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,26.345.590.709,104.125.623.057,,315.0,19.0,26345590709.0,104125623057.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,20,13.332.838.417,17.607.088.919,,318.0,20.0,13332838417.0,17607088919.0
7.,7.,7.,Phải trả ngắn hạn khác,319,21,236.586.929.943,2.164.564.532.404,,319.0,21.0,236586929943.0,2164564532404.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,22,1.760.362.836.371,1.734.688.949.290,,320.0,22.0,1760362836371.0,1734688949290.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,13.341.115.824,10.738.807.824,,322.0,,13341115824.0,10738807824.0
II.,II.,II.,Nợ dài hạn,330,,2.050.185.235.865,4.612.723.786.225,,330.0,,2050185235865.0,4612723786225.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,20,158.851.880.854,169.542.346.342,,336.0,20.0,158851880854.0,169542346342.0
2.,2.,2.,Phải trả dài hạn khác,337,21,19.987.698.724,17.751.249.847,,337.0,21.0,19987698724.0,17751249847.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,22,1.871.345.656.287,4.425.430.190.036,,338.0,22.0,1871345656287.0,4425430190036.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,9.582.926.497.944,9.304.834.147.589,,400.0,,9582926497944.0,9304834147589.0
I.,I.,I.,Vốn chủ sở hữu,410,23,9.581.475.028.511,9.303.227.711.488,,410.0,23.0,9581475028511.0,9303227711488.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,8.514.957.930.000,8.514.957.930.000,,411.0,,8514957930000.0,8514957930000.0
,,,- Cổ phiếu phố thông có quyền biểu quyết,411a,,8.514.957.930.000,8.514.957.930.000,,,,8514957930000.0,8514957930000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,663.218.256.718,663.218.256.718,,412.0,,663218256718.0,663218256718.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,403.298.841.793,125.051.524.770,,421.0,,403298841793.0,125051524770.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,-,7.536.489.370,,,,,7536489370.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,403.298.841.793,117.515.035.400,,,,403298841793.0,117515035400.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,1.451.469.433,1.606.436.101,,430.0,,1451469433.0,1606436101.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cố định,432,,1.451.469.433,1.606.436.101,,432.0,,1451469433.0,1606436101.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,14.128.544.284.931,18.442.647.893.002,,440.0,,14128544284931.0,18442647893002.0
