row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốc VND,31/12/2017 > Giá trị hợp lý VND,31/12/2017 > Dự phòng VND,01/01/2017 > Giá gốc VND,01/01/2017 > Giá trị hợp lý VND,01/01/2017 > Dự phòng VND,numeric__31/12/2017 > Giá gốc VND,numeric__31/12/2017 > Giá trị hợp lý VND,numeric__31/12/2017 > Dự phòng VND,numeric__01/01/2017 > Giá gốc VND,numeric__01/01/2017 > Giá trị hợp lý VND,numeric__01/01/2017 > Dự phòng VND
Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái (Mã CK: HII),Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái (Mã CK: HII),Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái (Mã CK: HII),48.000.000.000,139.200.000.000,-,79.000.000.000,(**),-,48000000000.0,139200000000.0,,79000000000.0,,
Công ty TNHH Nhựa Thakhek,Công ty TNHH Nhựa Thakhek,Công ty TNHH Nhựa Thakhek,14.367.618.356,(*),-,14.367.618.356,(*),-,14367618356.0,,,14367618356.0,,
Công ty Cổ phần Khu Công nghiệp Kỹ thuật cao An Phát,Công ty Cổ phần Khu Công nghiệp Kỹ thuật cao An Phát,Công ty Cổ phần Khu Công nghiệp Kỹ thuật cao An Phát,65.000.000.000,(*),-,-,(*),-,65000000000.0,,,,,
Cộng,Cộng,Cộng,127.367.618.356,,-,93.367.618.356,,-,127367618356.0,,,93367618356.0,,
