row_label_raw,row_label_full,col_0,Năm 2017VND,Năm 2016VND,numeric__Năm 2017VND,numeric__Năm 2016VND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,3.550.043.848.026,2.054.755.011.168,3550043848026.0,2054755011168.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Doanh thu bán thành phẩm,Trong đó: > - Doanh thu bán thành phẩm,- Doanh thu bán thành phẩm,2.820.199.636.853,1.692.943.670.173,2820199636853.0,1692943670173.0
- Doanh thu bán hàng hóa,Trong đó: > - Doanh thu bán hàng hóa,- Doanh thu bán hàng hóa,727.322.109.355,361.064.925.995,727322109355.0,361064925995.0
- Doanh thu cung cấp dịch vụ,Trong đó: > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,2.522.101.818,746.415.000,2522101818.0,746415000.0
Doanh thu với các bên liên quan,Trong đó: > Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,623.256.593.650,57.062.602.005,623256593650.0,57062602005.0
Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Trong đó: > Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,240.223.376.136,57.062.602.005,240223376136.0,57062602005.0
Công ty cổ phần An phát Holdings,Trong đó: > Công ty cổ phần An phát Holdings,Công ty cổ phần An phát Holdings,1.815.032.060,-,1815032060.0,
Công ty Cổ phần Liên Vận An Tín,Trong đó: > Công ty Cổ phần Liên Vận An Tín,Công ty Cổ phần Liên Vận An Tín,927.600.000,-,927600000.0,
Công ty cổ phần sản xuất tổng hợp An Thành,Trong đó: > Công ty cổ phần sản xuất tổng hợp An Thành,Công ty cổ phần sản xuất tổng hợp An Thành,380.290.585.454,-,380290585454.0,
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,6.094.868.449,1.607.150.157,6094868449.0,1607150157.0
- Giảm giá hàng bán,Trong đó: > - Giảm giá hàng bán,- Giảm giá hàng bán,1.147.087.478,603.204.566,1147087478.0,603204566.0
- Hàng bán bị trả lại,Trong đó: > - Hàng bán bị trả lại,- Hàng bán bị trả lại,4.947.780.971,1.003.945.591,4947780971.0,1003945591.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Trong đó: > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,3.543.948.979.577,2.053.147.861.011,3543948979577.0,2053147861011.0
