row_label_raw,row_label_full,Khoản mục,Năm 2017VND,Năm 2016VND,numeric__Năm 2017VND,numeric__Năm 2016VND
Thù lao của Hội đồng Quản trị,Thù lao của Hội đồng Quản trị,Thù lao của Hội đồng Quản trị,660.000.000,660.000.000,660000000.0,660000000.0
Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,264.000.000,264.000.000,264000000.0,264000000.0
Lương và phụ cấp của Ban Tổng Giám đốc,Lương và phụ cấp của Ban Tổng Giám đốc,Lương và phụ cấp của Ban Tổng Giám đốc,1.823.024.786,1.515.713.000,1823024786.0,1515713000.0
Cộng,Cộng,Cộng,2.747.024.786,2.439.713.000,2747024786.0,2439713000.0
