row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2017,01/01/2017,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.7,410.223.409.952,417.363.145.829,140.0,57.0,410223409952.0,417363145829.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,410.223.409.952,417.363.145.829,141.0,,410223409952.0,417363145829.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,27.775.065.205,42.322.138.671,150.0,,27775065205.0,42322138671.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.13,15.694.035.334,21.266.549.943,151.0,513.0,15694035334.0,21266549943.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,12.081.029.871,21.055.588.728,152.0,,12081029871.0,21055588728.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,2.124.783.920.813,1.661.629.490.029,200.0,,2124783920813.0,1661629490029.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,1.916.634.235.767,1.304.914.037.031,220.0,,1916634235767.0,1304914037031.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.9,1.843.161.063.205,1.232.275.819.024,221.0,59.0,1843161063205.0,1232275819024.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.301.366.557.311,1.573.025.768.925,222.0,,2301366557311.0,1573025768925.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(458.205.494.106),(340.749.949.901),223.0,,-458205494106.0,-340749949901.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.10,73.473.172.562,72.638.218.007,227.0,510.0,73473172562.0,72638218007.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,78.363.572.029,75.966.426.029,228.0,,78363572029.0,75966426029.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(4.890.399.467),(3.328.208.022),229.0,,-4890399467.0,-3328208022.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,54.704.144.626,208.354.542.284,240.0,,54704144626.0,208354542284.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,5.11,54.704.144.626,208.354.542.284,242.0,511.0,54704144626.0,208354542284.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,125.084.851.243,126.274.171.611,250.0,,125084851243.0,126274171611.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,5.14,127.367.618.356,93.367.618.356,251.0,514.0,127367618356.0,93367618356.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,5.15,-,32.906.553.255,252.0,515.0,,32906553255.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(2.282.767.113),-,254.0,,-2282767113.0,
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,28.360.689.177,22.086.739.103,260.0,,28360689177.0,22086739103.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.13,28.360.689.177,22.086.739.103,261.0,513.0,28360689177.0,22086739103.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,3.717.257.303.202,2.785.021.848.004,270.0,,3717257303202.0,2785021848004.0
