row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2017,01/01/2017,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,2.354.286.291.717,1.879.120.984.366,300.0,,2354286291717.0,1879120984366.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,1.592.710.963.365,1.051.544.496.328,310.0,,1592710963365.0,1051544496328.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,5.16,436.755.772.880,301.189.460.907,311.0,516.0,436755772880.0,301189460907.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,5.17,10.134.285.292,10.691.662.256,312.0,517.0,10134285292.0,10691662256.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,5.8,9.862.131.252,6.473.529.463,313.0,58.0,9862131252.0,6473529463.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,11.239.249.675,8.583.828.552,314.0,,11239249675.0,8583828552.0
5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,315,,3.490.233.226,-,315.0,,3490233226.0,
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,5.12,1.723.386.431,5.243.946.325,319.0,512.0,1723386431.0,5243946325.0
7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,320,5.18,1.119.481.663.635,719.337.640.571,320.0,518.0,1119481663635.0,719337640571.0
"8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi",322,,24.240.974,24.428.254,322.0,,24240974.0,24428254.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,761.575.328.352,827.576.488.038,330.0,,761575328352.0,827576488038.0
1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,338,5.19,761.575.328.352,827.576.488.038,338.0,519.0,761575328352.0,827576488038.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,1.362.971.011.485,905.900.863.638,400.0,,1362971011485.0,905900863638.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,5.20,1.362.971.011.485,905.900.863.638,410.0,520.0,1362971011485.0,905900863638.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,835.999.880.000,569.649.880.000,411.0,,835999880000.0,569649880000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,835.999.880.000,569.649.880.000,,,835999880000.0,569649880000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,198.078.767.329,160.721.267.329,412.0,,198078767329.0,160721267329.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,40.986.236.108,33.886.962.310,418.0,,40986236108.0,33886962310.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,11.612.477.781,11.612.477.781,420.0,,11612477781.0,11612477781.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,276.293.650.267,130.030.276.218,421.0,,276293650267.0,130030276218.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,54.604.316.843,51.280.874.906,,,54604316843.0,51280874906.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,221.689.333.424,78.749.401.312,,,221689333424.0,78749401312.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,3.717.257.303.202,2.785.021.848.004,440.0,,3717257303202.0,2785021848004.0
