row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ sở hữu,Tỷ lệ quyền biểu quyết,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ sở hữu,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động chính
1.,1.,1.,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Yên Bái,"35,29%","60,00%","Khai thác đá, dịch vụ hỗ trợ khai thác mỏ và quặng khác; sản xuất kinh doanh các sản phẩm nhựa; vận tải hàng hóa bằng đường bộ, nhà hàng và các dịch vụ ăn uống phục vụ lưu động, sản xuất các sản phẩm nhựa (PP,PE); dịch vụ liên quan đến in, bán lẻ xi măng, gạch xây, vật liệu xây dựng khác; thu gom, xử lý và tiểu huỷ rác thải.",,,0.3529,0.6,
2.,2.,2.,Công ty TNHH Nhựa Thakhek,CHDCND Lào,"100,00%","100,00%",Mua bán nhựa từ nước ngoài và nội địa nước CHDCND Lào; Sản xuất hạt nhựa tái chế.,,,1.0,1.0,
3,3,3,Công ty Cổ phần Khu Công nghiệp Kỹ thuật cao An Phát,Hải Dương,"65,00%","65,00%",Ngành nghề kinh doanh chính là Sản xuất nhựa công nghệ cao; linh kiện điện tử,,,0.65,0.65,
