row_label_raw,row_label_full,col_0,31/12/2017VND,01/01/2017VND,numeric__31/12/2017VND,numeric__01/01/2017VND
Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,,
Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Các khoản phải thu khách hàng > Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,6.780.672.411,5.315.169.086,6780672411.0,5315169086.0
Công ty Cổ phần sản xuất tổng hợp An Thành,Các khoản phải thu khách hàng > Công ty Cổ phần sản xuất tổng hợp An Thành,Công ty Cổ phần sản xuất tổng hợp An Thành,118.700.696.499,-,118700696499.0,
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,,
Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Trả trước cho người bán > Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,12.391.635.271,1.271.234.275,12391635271.0,1271234275.0
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,
Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Phải thu khác > Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,115.000.000,-,115000000.0,
Công ty Cổ phần Liên Vận An Tín,Phải thu khác > Công ty Cổ phần Liên Vận An Tín,Công ty Cổ phần Liên Vận An Tín,2.001.119.006,-,2001119006.0,
Phải trả người bán,Phải trả người bán,Phải trả người bán,Phải trả người bán,Phải trả người bán,,
Công ty Cổ phần Liên Vận An Tín,Phải trả người bán > Công ty Cổ phần Liên Vận An Tín,Công ty Cổ phần Liên Vận An Tín,4.537.926.629,-,4537926629.0,
Công ty Cổ phần sản xuất tổng hợp An Thành,Phải trả người bán > Công ty Cổ phần sản xuất tổng hợp An Thành,Công ty Cổ phần sản xuất tổng hợp An Thành,1.922.715.000,-,1922715000.0,
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,,
Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên,Các khoản cho vay > Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên,30.000.000.000,-,30000000000.0,
Các khoản vay,Các khoản vay,Các khoản vay,Các khoản vay,Các khoản vay,,
Công ty TNHH Dương Phạm Investment,Các khoản vay > Công ty TNHH Dương Phạm Investment,Công ty TNHH Dương Phạm Investment,50.000.000.000,-,50000000000.0,
Công ty TNHH Đầu tư Việt và Dương,Các khoản vay > Công ty TNHH Đầu tư Việt và Dương,Công ty TNHH Đầu tư Việt và Dương,50.000.000.000,-,50000000000.0,
Công ty TNHH Đầu Tư Trung và Hòa,Các khoản vay > Công ty TNHH Đầu Tư Trung và Hòa,Công ty TNHH Đầu Tư Trung và Hòa,49.690.000.000,-,49690000000.0,
