row_label_raw,row_label_full,col_0,31/12/2017VND,01/01/2017VND,numeric__31/12/2017VND,numeric__01/01/2017VND
Nhà máy số 6 (Dự án 10ha),Nhà máy số 6 (Dự án 10ha),Nhà máy số 6 (Dự án 10ha),-,161.966.410.420,,161966410420.0
- Xây dựng cơ bản dở dang,- Xây dựng cơ bản dở dang,- Xây dựng cơ bản dở dang,,78.649.756.367,,78649756367.0
- Mua sắm máy móc thiết bị,- Mua sắm máy móc thiết bị,- Mua sắm máy móc thiết bị,,83.316.654.053,,83316654053.0
Nhà máy số 7,Nhà máy số 7,Nhà máy số 7,-,41.809.579.319,,41809579319.0
- Xây dựng cơ bản dở dang,- Xây dựng cơ bản dở dang,- Xây dựng cơ bản dở dang,,40.297.183.319,,40297183319.0
- Mua sắm máy móc thiết bị,- Mua sắm máy móc thiết bị,- Mua sắm máy móc thiết bị,,1.512.396.000,,1512396000.0
Nhà điều hành,Nhà điều hành,Nhà điều hành,-,4.181.074.545,,4181074545.0
- Xây dựng cơ bản dở dang,- Xây dựng cơ bản dở dang,- Xây dựng cơ bản dở dang,,4.181.074.545,,4181074545.0
Cải tạo nhà máy số 2 và 3,Cải tạo nhà máy số 2 và 3,Cải tạo nhà máy số 2 và 3,,223.746.000,,223746000.0
Cải tạo nhà máy số 5,Cải tạo nhà máy số 5,Cải tạo nhà máy số 5,,173.732.000,,173732000.0
Nhà máy số 8,Nhà máy số 8,Nhà máy số 8,53.065.449.171,-,53065449171.0,
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,46.376.462.282,-,46376462282.0,
Mua sắm máy móc thiết bị,Mua sắm máy móc thiết bị,Mua sắm máy móc thiết bị,6.688.986.889,-,6688986889.0,
Nhà đào tạo,Nhà đào tạo,Nhà đào tạo,1.638.695.455,-,1638695455.0,
Cộng,Cộng,Cộng,54.704.144.626,208.354.542.284,54704144626.0,208354542284.0
