row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Cộng VND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Tại ngày 01/01/2017,NGUYÊN GIÁ > Tại ngày 01/01/2017,Tại ngày 01/01/2017,75.827.426.029,139.000.000,75.966.426.029,75827426029.0,139000000.0,75966426029.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,21.156.593.000,137.500.000,21.294.093.000,21156593000.0,137500000.0,21294093000.0
Giảm khác (*),NGUYÊN GIÁ > Giảm khác (*),Giảm khác (*),(18.896.947.000),-,(18.896.947.000),-18896947000.0,,-18896947000.0
Tại ngày 31/12/2017,NGUYÊN GIÁ > Tại ngày 31/12/2017,Tại ngày 31/12/2017,78.087.072.029,276.500.000,78.363.572.029,78087072029.0,276500000.0,78363572029.0
HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,,,
Tại ngày 01/01/2017,HAO MÒN LỦY KẾ > Tại ngày 01/01/2017,Tại ngày 01/01/2017,3.239.735.804,88.472.218,3.328.208.022,3239735804.0,88472218.0,3328208022.0
Khấu hao trong năm,HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,1.510.384.550,51.806.895,1.562.191.445,1510384550.0,51806895.0,1562191445.0
Tại ngày 31/12/2017,HAO MÒN LỦY KẾ > Tại ngày 31/12/2017,Tại ngày 31/12/2017,4.750.120.354,140.279.113,4.890.399.467,4750120354.0,140279113.0,4890399467.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại ngày 01/01/2017,GIÁ TRỊ CÒN LẠI > Tại ngày 01/01/2017,Tại ngày 01/01/2017,72.587.690.225,50.527.782,72.638.218.007,72587690225.0,50527782.0,72638218007.0
Tại ngày 31/12/2017,GIÁ TRỊ CÒN LẠI > Tại ngày 31/12/2017,Tại ngày 31/12/2017,73.336.951.675,136.220.887,73.473.172.562,73336951675.0,136220887.0,73473172562.0
