row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2017,Năm 2016,numeric__Mã số,numeric__Năm 2017,numeric__Năm 2016
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chỉ để mua sám, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ để mua sám, xây dựng TSCĐ và các TSDH khác","1. Tiền chỉ để mua sám, xây dựng TSCĐ và các TSDH khác",21,(485.222.624.052),(1.012.094.415.910),21.0,-485222624052.0,-1012094415910.0
"2. Tiền thu do thanh lý, nhượng bán TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu do thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Tiền thu do thanh lý, nhượng bán TSCĐ và các TSDH khác",22,486.363.637,27.305.278.908,22.0,486363637.0,27305278908.0
3. Tiền chỉ cho vay và mua công cụ nợ của các đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chỉ cho vay và mua công cụ nợ của các đơn vị khác,3. Tiền chỉ cho vay và mua công cụ nợ của các đơn vị khác,23,(260.000.000.000),-,23.0,-260000000000.0,
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,150.000.000.000,-,24.0,150000000000.0,
5. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,5. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,25,(85.000.000.000),182.297.428.509,25.0,-85000000000.0,182297428509.0
6. Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,150.547.322.000,9.726.330.554,26.0,150547322000.0,9726330554.0
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,15.554.322.946,-,27.0,15554322946.0,
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(513.634.615.469),(792.765.377.939),30.0,-513634615469.0,-792765377939.0
III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ phát hành cổ phiếu và nhận vốn góp của CSH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu và nhận vốn góp của CSH,1. Tiền thu từ phát hành cổ phiếu và nhận vốn góp của CSH,31,303.752.500.000,84.247.500.000,31.0,303752500000.0,84247500000.0
2. Tiền thu từ đi vay,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,3.439.457.269.844,2.255.379.285.446,33.0,3439457269844.0,2255379285446.0
3. Tiền trả nợ gốc vay,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,(3.108.756.358.374),(1.533.347.859.562),34.0,-3108756358374.0,-1533347859562.0
"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(86.666.597.750),(86.362.442.100),36.0,-86666597750.0,-86362442100.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,547.786.813.720,719.916.483.784,40.0,547786813720.0,719916483784.0
Lưu chuyển tiền thuần trong năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,113.992.890.817,(69.015.526.161),50.0,113992890817.0,-69015526161.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,271.195.540.667,340.135.133.873,60.0,271195540667.0,340135133873.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(67.295.234),75.932.955,,-67295234.0,75932955.0
Tiền và tương đương tiền cuối năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,385.121.436.250,271.195.540.667,70.0,385121436250.0,271195540667.0
