row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi số và số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2024Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2024Giá trị ghi số và số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2024Giá trị ghi số và số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.431.006.422.237,3.296.335.495.660,(3.452.765.164.712),1.274.576.753.185,1431006422237.0,3296335495660.0,-3452765164712.0,1274576753185.0
Vay dài hạn đến hạn trả (Thuyết minh 23(b)),Vay dài hạn đến hạn trả (Thuyết minh 23(b)),Vay dài hạn đến hạn trả (Thuyết minh 23(b)),230.048.000.000,291.377.000.713,(230.048.000.000),291.377.000.713,230048000000.0,291377000713.0,-230048000000.0,291377000713.0
,,,1.661.054.422.237,3.587.712.496.373,(3.682.813.164.712),1.565.953.753.898,1661054422237.0,3587712496373.0,-3682813164712.0,1565953753898.0
