row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy móc vàthiết bịVND,Phương tiệnvận chuyểnVND,Dụng cụvăn phòngVND,Tài sản cố địnhhữu hình khácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy móc vàthiết bịVND,numeric__Phương tiệnvận chuyểnVND,numeric__Dụng cụvăn phòngVND,numeric__Tài sản cố địnhhữu hình khácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,1.328.941.421.410,1.241.384.683.987,163.321.470.499,20.009.516.147,1.148.375.210,2.754.805.467.253,1328941421410.0,1241384683987.0,163321470499.0,20009516147.0,1148375210.0,2754805467253.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,840.000.000,642.578.081,-,939.434.234,360.312.000,2.782.324.315,840000000.0,642578081.0,,939434234.0,360312000.0,2782324315.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,1.329.781.421.410,1.242.027.262.068,163.321.470.499,20.948.950.381,1.508.687.210,2.757.587.791.568,1329781421410.0,1242027262068.0,163321470499.0,20948950381.0,1508687210.0,2757587791568.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,279.875.302.236,346.827.741.478,88.943.442.681,9.405.586.550,987.262.883,726.039.335.828,279875302236.0,346827741478.0,88943442681.0,9405586550.0,987262883.0,726039335828.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,47.762.939.590,70.893.485.880,16.716.671.006,2.782.191.914,138.024.543,138.293.312.933,47762939590.0,70893485880.0,16716671006.0,2782191914.0,138024543.0,138293312933.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,327.638.241.826,417.721.227.358,105.660.113.687,12.187.778.464,1.125.287.426,864.332.648.761,327638241826.0,417721227358.0,105660113687.0,12187778464.0,1125287426.0,864332648761.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.049.066.119.174,894.556.942.509,74.378.027.818,10.603.929.597,161.112.327,2.028.766.131.425,1049066119174.0,894556942509.0,74378027818.0,10603929597.0,161112327.0,2028766131425.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,1.002.143.179.584,824.306.034.710,57.661.356.812,8.761.171.917,383.399.784,1.893.255.142.807,1002143179584.0,824306034710.0,57661356812.0,8761171917.0,383399784.0,1893255142807.0
