row_label_raw,row_label_full,Ban Tổng Giám đốc,Ban Tổng Giám đốc_1,Ban Tổng Giám đốc_2,numeric__Ban Tổng Giám đốc_1,numeric__Ban Tổng Giám đốc_2
,,,Ông Vũ Ánh Dương,Tổng Giám đốc,,
,,,Ông Đặng Quốc Tưởng,Phó Tổng Giám đốc,,
,,,Ông Võ Hồng Quang,Phó Tổng Giám đốc,,
,,,Ông Nguyễn Nhật Tân,Phó Tổng Giám đốc,,
,,,Ông Nguyễn Minh Độ,Phó Tổng Giám đốc,,
,,,Ông Trịnh Ngọc Anh,Phó Tổng Giám đốc (từ ngày 15/7/2024),,
,,,Ông Trịnh Quang Thành,Phó Tổng Giám đốc (từ ngày 11/10/2024),,
