row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí sửa chữa tài sản VND,Chi phí giải phóng mặt bằng (*) VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sửa chữa tài sản VND,numeric__Chi phí giải phóng mặt bằng (*) VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.146.108.229,10.156.162.111,27.457.563.426,16.100.318.908,55.860.152.674,2146108229.0,10156162111.0,27457563426.0,16100318908.0,55860152674.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.361.134.182,8.863.435.290,-,12.614.827.360,22.839.396.832,1361134182.0,8863435290.0,,12614827360.0,22839396832.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.754.951.359),(6.145.373.460),(515.223.360),(11.137.506.279),(19.553.054.458),-1754951359.0,-6145373460.0,-515223360.0,-11137506279.0,-19553054458.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.752.291.052,12.874.223.941,26.942.340.066,17.577.639.989,59.146.495.048,1752291052.0,12874223941.0,26942340066.0,17577639989.0,59146495048.0
