row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2024VND,1/1/2024VND,,
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Công ty Cổ phần PC1 Miền Nam,Công ty con cấp 1 > Công ty Cổ phần PC1 Miền Nam,Công ty Cổ phần PC1 Miền Nam,179.026.595.225,86.432.400.016,179026595225.0,86432400016.0
Công ty Cổ phần PC1 Hà Nội,Công ty con cấp 1 > Công ty Cổ phần PC1 Hà Nội,Công ty Cổ phần PC1 Hà Nội,95.215.201.203,55.883.121.985,95215201203.0,55883121985.0
Công ty Cổ phần PC1 Mỹ Đình,Công ty con cấp 1 > Công ty Cổ phần PC1 Mỹ Đình,Công ty Cổ phần PC1 Mỹ Đình,89.995.753.094,107.080.793.198,89995753094.0,107080793198.0
Công ty Cổ phần PC1 Thăng Long,Công ty con cấp 1 > Công ty Cổ phần PC1 Thăng Long,Công ty Cổ phần PC1 Thăng Long,40.342.171.844,34.402.085.687,40342171844.0,34402085687.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con cấp 1 > Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,17.123.762.853,5.032.534.430,17123762853.0,5032534430.0
Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty con cấp 1 > Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,15.318.884.608,72.827.824.100,15318884608.0,72827824100.0
Công ty Cổ phần PC1 Ninh Bình,Công ty con cấp 1 > Công ty Cổ phần PC1 Ninh Bình,Công ty Cổ phần PC1 Ninh Bình,11.203.579.448,-,11203579448.0,
Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty con cấp 1 > Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,8.002.335.991,-,8002335991.0,
Công ty Cổ phần Năng lượng Bảo Lâm,Công ty con cấp 1 > Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,7.360.831.083,-,7360831083.0,
Các công ty con cấp 1 khác,Công ty con cấp 1 > Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,1.237.753.453,3.549.638.093,1237753453.0,3549638093.0
Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,,
Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên – công tycon của Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con cấp 2 > Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên – công tycon của Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên – công tycon của Công ty TNHH Chế tạo Cột thép Đông Anh,21.417.566,-,21417566.0,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,
Công ty Cổ phần Đầu tư và Chuyển giao Công nghệThăng Long,Bên khác > Công ty Cổ phần Đầu tư và Chuyển giao Công nghệThăng Long,Công ty Cổ phần Đầu tư và Chuyển giao Công nghệThăng Long,110.037.444.656,-,110037444656.0,
Công ty Cổ phần Cáp điện và Hệ thống LS–Vina,Bên khác > Công ty Cổ phần Cáp điện và Hệ thống LS–Vina,Công ty Cổ phần Cáp điện và Hệ thống LS–Vina,101.670.943.560,248.857.972,101670943560.0,248857972.0
Phải trả các đối tượng khác,Bên khác > Phải trả các đối tượng khác,Phải trả các đối tượng khác,233.683.574.953,440.740.857.921,233683574953.0,440740857921.0
,,,910.240.249.537,806.198.113.402,910240249537.0,806198113402.0
