row_label_raw,row_label_full,col_0,2024VND,2023VND,numeric__2024VND,numeric__2023VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,271.257.349.872,126.531.844.523,271257349872.0,126531844523.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,54.251.469.974,25.306.368.905,54251469974.0,25306368905.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,523.487.084,978.598.702,523487084.0,978598702.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(73.519.732.658),(51.529.056.974),-73519732658.0,-51529056974.0
Biến động chênh lệch tạm thời không được ghi nhận,Biến động chênh lệch tạm thời không được ghi nhận,Biến động chênh lệch tạm thời không được ghi nhận,6.037.408.558,(10.449.674.349),6037408558.0,-10449674349.0
Ảnh hưởng thuế liên quan đến chi phí lãi vay vượt mức 30% theo quy định của Nghị định 132/2020/NĐ-CP,Ảnh hưởng thuế liên quan đến chi phí lãi vay vượt mức 30% theo quy định của Nghị định 132/2020/NĐ-CP,Ảnh hưởng thuế liên quan đến chi phí lãi vay vượt mức 30% theo quy định của Nghị định 132/2020/NĐ-CP,14.898.301.595,35.616.625.260,14898301595.0,35616625260.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,-,2.153.862.477,,2153862477.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,88.913.969,11.754.462.611,88913969.0,11754462611.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(786.820.549),-,-786820549.0,
,,,1.493.027.973,13.831.186.632,1493027973.0,13831186632.0
