row_label_raw,row_label_full,col_0,Địa chỉ,% sở hữu và % quyền biểu quyết,31/12/2024 > Giá gốc VND,31/12/2024 > Dự phòng VND,31/12/2024 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% sở hữu và % quyền biểu quyết,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị hợp lý VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,,
1. Công ty Cổ phần PC1 Hà Nội,Công ty con > 1. Công ty Cổ phần PC1 Hà Nội,1. Công ty Cổ phần PC1 Hà Nội,Hà Nội,"66,00%",3.519.064.933,-,(*),,0.66,3519064933.0,,
2. Công ty Cổ phần PC1 Miền Nam (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam) (i),Công ty con > 2. Công ty Cổ phần PC1 Miền Nam (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam) (i),2. Công ty Cổ phần PC1 Miền Nam (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam) (i),Tp. Hồ Chí Minh,"80,00%",20.000.000.000,-,(*),,0.8,20000000000.0,,
3. Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Công ty con > 3. Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,3. Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Hà Nội,"100,00%",10.236.009.597,(1.317.518.206),(*),,1.0,10236009597.0,-1317518206.0,
4. Công ty Cổ phần PC1 Mỹ Đình (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình) (ii),Công ty con > 4. Công ty Cổ phần PC1 Mỹ Đình (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình) (ii),4. Công ty Cổ phần PC1 Mỹ Đình (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình) (ii),Hà Nội,"80,00%",24.000.000.000,-,(*),,0.8,24000000000.0,,
5. Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,Công ty con > 5. Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,5. Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,Hà Nội,"100,00%",5.942.874.315,-,(*),,1.0,5942874315.0,,
6. Công ty TNHH MTV PC1 Năng Hương,Công ty con > 6. Công ty TNHH MTV PC1 Năng Hương,6. Công ty TNHH MTV PC1 Năng Hương,Hà Nội,"100,00%",725.509.851,-,(*),,1.0,725509851.0,,
7. Công ty Cổ phần PC1 Thăng Long,Công ty con > 7. Công ty Cổ phần PC1 Thăng Long,7. Công ty Cổ phần PC1 Thăng Long,Hà Nội,"66,00%",3.566.251.625,-,(*),,0.66,3566251625.0,,
8. Công ty Cổ phần PC1 Ninh Bình (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình) (iii),Công ty con > 8. Công ty Cổ phần PC1 Ninh Bình (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình) (iii),8. Công ty Cổ phần PC1 Ninh Bình (trước đây là Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình) (iii),Ninh Bình,"66,00%",6.781.764.370,-,(*),,0.66,6781764370.0,,
9. Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con > 9. Công ty TNHH Chế tạo Cột thép Đông Anh,9. Công ty TNHH Chế tạo Cột thép Đông Anh,Hà Nội,"90,00%",28.832.168.426,-,(*),,0.9,28832168426.0,,
10. Công ty Cổ phần Thủy điện Trung Thu (vii),Công ty con > 10. Công ty Cổ phần Thủy điện Trung Thu (vii),10. Công ty Cổ phần Thủy điện Trung Thu (vii),Điện Biên,"60,00%",151.200.000.000,-,(*),,0.6,151200000000.0,,
11. Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty con > 11. Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,11. Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Hà Nội,"99,39%",102.338.000.000,-,(*),,0.9939,102338000000.0,,
12. Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty con > 12. Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,12. Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Hà Nội,"51,00%",2.550.000.000,-,(*),,0.51,2550000000.0,,
13. Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty con > 13. Công ty Cổ phần Cơ khí Ô tô Hòa Bình,13. Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Hà Nội,"99,83%",184.005.518.217,-,(*),,0.9983,184005518217.0,,
14. Công ty Cổ phần Năng lượng Bảo Lâm,Công ty con > 14. Công ty Cổ phần Năng lượng Bảo Lâm,14. Công ty Cổ phần Năng lượng Bảo Lâm,Cao Bằng,"99,90%",33.966.000.000,-,(*),,0.9990000000000001,33966000000.0,,
15. Công ty Cổ phần Đầu tư Năng lượng Miền Bắc (vii),Công ty con > 15. Công ty Cổ phần Đầu tư Năng lượng Miền Bắc (vii),15. Công ty Cổ phần Đầu tư Năng lượng Miền Bắc (vii),Cao Bằng,"51,00%",141.693.000.000,-,(*),,0.51,141693000000.0,,
