row_label_raw,row_label_full,Công ty Cổ phần Bóng đá chuyên nghiệp Việt Nam,31/12/2023VND > 69.700.000.000,31/12/2022VND > -,numeric__31/12/2023VND > 69.700.000.000,numeric__31/12/2022VND > -
Công ty Uromax (Singapore),Công ty Uromax (Singapore),Công ty Uromax (Singapore),68.178.674.273,132.242.370.240,68178674273.0,132242370240.0
Công ty Cổ phần Phát triển Công nghệ Viễn thôngTin học Sun Việt,Công ty Cổ phần Phát triển Công nghệ Viễn thôngTin học Sun Việt,Công ty Cổ phần Phát triển Công nghệ Viễn thôngTin học Sun Việt,59.993.001.200,118.611.457.800,59993001200.0,118611457800.0
Công ty Cisco International Limited,Công ty Cisco International Limited,Công ty Cisco International Limited,58.979.886.882,34.303.501.876,58979886882.0,34303501876.0
Công ty TNHH Đầu tư xây dựng Dacinco,Công ty TNHH Đầu tư xây dựng Dacinco,Công ty TNHH Đầu tư xây dựng Dacinco,46.188.774.648,77.438.599.451,46188774648.0,77438599451.0
Công ty Fiserv tại Châu Á Thái Bình Dương,Công ty Fiserv tại Châu Á Thái Bình Dương,Công ty Fiserv tại Châu Á Thái Bình Dương,45.445.523.390,75.166.360.930,45445523390.0,75166360930.0
Công ty Cổ phần Dây và cáp SACOM,Công ty Cổ phần Dây và cáp SACOM,Công ty Cổ phần Dây và cáp SACOM,36.909.363.392,112.236.110.195,36909363392.0,112236110195.0
Công ty TNHH Hạ tầng Viễn thông Miền Bắc,Công ty TNHH Hạ tầng Viễn thông Miền Bắc,Công ty TNHH Hạ tầng Viễn thông Miền Bắc,1.911.215.217,65.423.497.680,1911215217.0,65423497680.0
