row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2023VND,2022VND,,,,
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,29.933.011.216.233,25.356.124.687.812,,,29933011216233.0,25356124687812.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,29.930.261.216.233,25.353.374.687.812,,,29930261216233.0,25353374687812.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"23,24",12.699.688.750.000,10.970.265.720.000,,23.24,12699688750000.0,10970265720000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,12.699.688.750.000,10.970.265.720.000,,,12699688750000.0,10970265720000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,24,49.713.213.411,49.713.213.411,,24.0,49713213411.0,49713213411.0
414,Mãsố > 414,414,Vốn khác của chủ sở hữu,24,1.928.602.158.147,1.179.064.868.147,,24.0,1928602158147.0,1179064868147.0
417,Mãsố > 417,417,Chênh lệch tỷ giá hối đoái,24,(17.778.502.626),(40.480.690.557),,24.0,-17778502626.0,-40480690557.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,24,1.549.850.939.920,1.086.270.726.048,,24.0,1549850939920.0,1086270726048.0
420,Mãsố > 420,420,Quỹ khác thuộc vốn chủ sở hữu,24,87.203.093.024,87.203.093.024,,24.0,87203093024.0,87203093024.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,8.674.126.708.670,7.711.681.484.541,,24.0,8674126708670.0,7711681484541.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,4.471.895.918.464,4.103.787.447.601,,,4471895918464.0,4103787447601.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,4.202.230.790.206,3.607.894.036.940,,,4202230790206.0,3607894036940.0
429,Mãsố > 429,429,Lợi ích cổ đông không kiểm soát,24,4.958.854.855.687,4.309.656.273.198,,24.0,4958854855687.0,4309656273198.0
430,Mãsố > 430,430,Nguồn kinh phí và quỹ khác,,2.750.000.000,2.750.000.000,,,2750000000.0,2750000000.0
431,Mãsố > 431,431,Nguồn kinh phí,,2.750.000.000,2.750.000.000,,,2750000000.0,2750000000.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,60.282.827.532.899,51.650.403.735.130,,,60282827532899.0,51650403735130.0
