row_label_raw,row_label_full,STT,Họ và tên,Chức danh,2023VND,2022VND,numeric__Họ và tên,numeric__Chức danh,numeric__2023VND,numeric__2022VND
,,,Thù lao thành viên Ban Kiểm soát,Thù lao thành viên Ban Kiểm soát,Thù lao thành viên Ban Kiểm soát,Thù lao thành viên Ban Kiểm soát,,,,
1,1,1,Ông Nguyễn Việt Thắng,Trường ban,716.800.000,614.400.000,,,716800000.0,614400000.0
2,2,2,Ông Nguyễn Khải Hoàn,Thành viên,369.600.000,316.800.000,,,369600000.0,316800000.0
3,3,3,Bà Dương Thùy Dương,Thành viên(từ ngày 7/4/2022),369.600.000,237.600.000,,,369600000.0,237600000.0
4,4,4,Bà Nguyễn Thị Kim Anh,Thành viên(đến ngày 7/4/2022),-,79.200.000,,,,79200000.0
,,,,,1.456.000.000,1.248.000.000,,,1456000000.0,1248000000.0
