row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
200,200,200,TÀI SẢN DÀI HẠN,,23.577.075.781.023,20.712.692.658.989,,,23577075781023.0,20712692658989.0
210,210,210,Các khoản phải thu dài hạn,,247.392.102.550,225.090.876.189,,,247392102550.0,225090876189.0
215,215,215,Phải thu về cho vay dài hạn,,-,1.189.922.137,,,,1189922137.0
216,216,216,Phải thu dài hạn khác,9(b),299.764.585.187,276.273.436.689,,,299764585187.0,276273436689.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,10,(52.372.482.637),(52.372.482.637),,10.0,-52372482637.0,-52372482637.0
220,220,220,Tài sản cố định,,13.643.232.649.833,12.032.914.964.907,,,13643232649833.0,12032914964907.0
221,221,221,Tài sản cố định hữu hình,14(a),12.382.116.875.249,10.714.231.138.520,,,12382116875249.0,10714231138520.0
222,222,222,Nguyên giá,,22.288.962.278.190,19.007.982.397.113,,,22288962278190.0,19007982397113.0
223,223,223,Giá trị khấu hao lũy kế,,(9.906.845.402.941),(8.293.751.258.593),,,-9906845402941.0,-8293751258593.0
224,224,224,Tài sản cố định thuê tài chính,,4.018.633.151,31.623.636.433,,,4018633151.0,31623636433.0
225,225,225,Nguyên giá,,8.032.465.332,54.439.419.528,,,8032465332.0,54439419528.0
226,226,226,Giá trị khấu hao lũy kế,,(4.013.832.181),(22.815.783.095),,,-4013832181.0,-22815783095.0
227,227,227,Tài sản cố định vô hình,14(b),1.257.097.141.433,1.287.060.189.954,,,1257097141433.0,1287060189954.0
228,228,228,Nguyên giá,,2.595.586.732.247,2.547.883.324.785,,,2595586732247.0,2547883324785.0
229,229,229,Giá trị khấu hao lũy kế,,(1.338.489.590.814),(1.260.823.134.831),,,-1338489590814.0,-1260823134831.0
240,240,240,Tài sản dở dang dài hạn,,1.315.270.136.003,1.062.184.742.251,,,1315270136003.0,1062184742251.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,1.315.270.136.003,1.062.184.742.251,,15.0,1315270136003.0,1062184742251.0
250,250,250,Đầu tài tài chính dài hạn,,3.335.009.108.332,3.238.299.217.787,,,3335009108332.0,3238299217787.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",5(b),2.107.616.686.383,2.205.736.337.693,,,2107616686383.0,2205736337693.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,5(b),2.830.348.813.038,2.399.073.118.584,,,2830348813038.0,2399073118584.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,5(b),(1.623.156.391.089),(1.376.710.238.490),,,-1623156391089.0,-1376710238490.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,5(a),20.200.000.000,10.200.000.000,,,20200000000.0,10200000000.0
260,260,260,Tài sản dài hạn khác,,5.036.171.784.305,4.154.202.857.855,,,5036171784305.0,4154202857855.0
261,261,261,Chi phí trả trước dài hạn,12(b),3.391.434.748.762,3.488.252.134.893,,,3391434748762.0,3488252134893.0
262,262,262,Tài sản thuê thu nhập hoãn lại,32,360.946.956.414,258.005.875.001,,32.0,360946956414.0,258005875001.0
269,269,269,Lợi thế thương mại,16,1.283.790.079.129,407.944.847.961,,16.0,1283790079129.0,407944847961.0
270,270,270,TỔNG TÀI SẢN,,60.282.827.532.899,51.650.403.735.130,,,60282827532899.0,51650403735130.0
