row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,31/12/2022VND,numeric__col_1,numeric__31/12/2023VND,numeric__31/12/2022VND
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,,,
(a),(a) > (a),(a),"Lãi phải thu cho vay, lãi tiền gửi",291.099.530.931,261.014.589.466,,291099530931.0,261014589466.0
(a),(a) > (a),(a),Phải thu liên quan tới các hợp đồng dịch vụbảo trì,121.636.913.604,133.829.197.269,,121636913604.0,133829197269.0
(a),(a) > (a),(a),"Ký quỹ, ký cược",43.228.046.735,71.194.106.987,,43228046735.0,71194106987.0
(a),(a) > (a),(a),Khác,413.527.127.026,253.165.180.847,,413527127026.0,253165180847.0
(a),(a) > (a),(a),,869.491.618.296,719.203.074.569,,869491618296.0,719203074569.0
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,,,
(b),(b) > (b),(b),"Ký quỹ, ký cược",245.771.531.777,223.229.064.452,,245771531777.0,223229064452.0
(b),(b) > (b),(b),Khác,53.993.053.410,53.044.372.237,,53993053410.0,53044372237.0
(b),(b) > (b),(b),,299.764.585.187,276.273.436.689,,299764585187.0,276273436689.0
