row_label_raw,row_label_full,Ngoại tệ,31/12/2023,31/12/2023_1,31/12/2022,31/12/2022_1,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2022,numeric__31/12/2022_1
Ngoại tệ,Ngoại tệ,Ngoại tệ,Tổng số dư ngoại tệ,Số dư ngoại tệ đã được phòng ngừa rủi ro,Tổng số dư ngoại tệ,Số dư ngoại tệ đã được phòng ngừa rủi ro,,,,
USD,Ngoại tệ > USD,USD,"60.150.000,00","60.150.000,00","81.305.026,21","78.400.000,00",60150000.0,60150000.0,81305026.21,78400000.0
JPY,Ngoại tệ > JPY,JPY,"11.738.076.950,00","5.150.000.000,00","17.163.468.078,00","5.150.000.000,00",11738076950.0,5150000000.0,17163468078.0,5150000000.0
