row_label_raw,row_label_full,Ông Truong Gia Bình,Chủ tịch,numeric__Chủ tịch
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Phó chủ tịch,
Ông Đỗ Cao Báo,Ông Đỗ Cao Báo,Ông Đỗ Cao Báo,Ủy viên,
Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ủy viên,
Bà Trần Thị Hồng Lĩnh,Bà Trần Thị Hồng Lĩnh,Bà Trần Thị Hồng Lĩnh,Ủy viên,
Ông Hiroshi Yokotsuka,Ông Hiroshi Yokotsuka,Ông Hiroshi Yokotsuka,Ủy viên,
Ông Hampapur Rangadore Binod,Ông Hampapur Rangadore Binod,Ông Hampapur Rangadore Binod,Ủy viên,
