row_label_raw,row_label_full,col_0,col_1,2023VND,2022VND,numeric__col_1,numeric__2023VND,numeric__2022VND
iii),iii),iii),Nhận cổ tức bằng tiền,,,,,
iii),iii) > iii),iii),Công ty Cổ phần Synnex FPT,199.656.089.500,401.080.561.507,,199656089500.0,401080561507.0
iii),iii) > iii),iii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,27.565.500.000,18.377.000.000,,27565500000.0,18377000000.0
iii),iii) > iii),iii),,227.221.589.500,419.457.561.507,,227221589500.0,419457561507.0
iv),iv),iv),Vay (Thuyết minh 22),,,,,
iv),iv) > iv),iv),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.265.000.000.000,4.120.000.000.000,,1265000000000.0,4120000000000.0
v),v),v),Thanh toán các khoản vay (Thuyết minh 22),,,,,
v),v) > v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.305.000.000.000,5.600.000.000.000,,1305000000000.0,5600000000000.0
vi),vi),vi),Lãi đi vay,,,,,
vi),vi) > vi),vi),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,5.042.125.799,32.255.972.519,,5042125799.0,32255972519.0
