row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị ghi số VND,31/12/2023 > Giá trị hợp lý VND,31/12/2022 > Giá trị ghi số VND,31/12/2022 > Giá trị hợp lý VND,numeric__31/12/2023 > Giá trị ghi số VND,numeric__31/12/2023 > Giá trị hợp lý VND,numeric__31/12/2022 > Giá trị ghi số VND,numeric__31/12/2022 > Giá trị hợp lý VND
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,1.070.714.045.596,(**),1.048.698.128.658,(**),1070714045596.0,,1048698128658.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),744.216.830.634,6.783.869.550.000,934.526.989.057,3.804.039.000.000,744216830634.0,6783869550000.0,934526989057.0,3804039000000.0
Khác,Khác,Khác,292.685.810.153,(**),222.511.219.978,(**),292685810153.0,,222511219978.0,
,,,2.107.616.686.383,,2.205.736.337.693,,2107616686383.0,,2205736337693.0,
