row_label_raw,row_label_full,Ngân hàng TMCP Ngoại Thương Việt Nam,31/12/2023VND > 284.144.939.481,31/12/2022VND > 199.989.451.632,numeric__31/12/2023VND > 284.144.939.481,numeric__31/12/2022VND > 199.989.451.632
Công ty LG Electronics,Công ty LG Electronics,Công ty LG Electronics,201.769.468.371,213.242.147.744,201769468371.0,213242147744.0
Công ty PETRONAS Digital Sdn Bhd,Công ty PETRONAS Digital Sdn Bhd,Công ty PETRONAS Digital Sdn Bhd,194.493.402.137,99.096.629.007,194493402137.0,99096629007.0
Công ty Cox Automotive Corporate Services,Công ty Cox Automotive Corporate Services,Công ty Cox Automotive Corporate Services,167.806.900.569,202.153.381.672,167806900569.0,202153381672.0
Ủy ban Quốc Gia Thu nhập tại Bangladesh,Ủy ban Quốc Gia Thu nhập tại Bangladesh,Ủy ban Quốc Gia Thu nhập tại Bangladesh,144.736.473.655,180.831.687.017,144736473655.0,180831687017.0
