row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,52.625.174.861.333,44.023.010.881.275,,,52625174861333.0,44023010881275.0
02,02,02,Các khoản giảm trừ doanh thu,,7.274.033.948,13.483.200.364,,,7274033948.0,13483200364.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),26,52.617.900.827.385,44.009.527.680.911,,26.0,52617900827385.0,44009527680911.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,32.298.347.382.703,26.842.249.039.713,,27.0,32298347382703.0,26842249039713.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,20.319.553.444.682,17.167.278.641.198,,,20319553444682.0,17167278641198.0
21,21,21,Doanh thu hoạt động tài chính,28,2.336.069.089.819,1.998.503.979.865,,28.0,2336069089819.0,1998503979865.0
22,22,22,Chi phí tài chính,29,1.718.298.463.710,1.687.369.701.824,,29.0,1718298463710.0,1687369701824.0
23,23,23,- Trong đó: Chi phí lãi vay,,832.648.611.261,645.725.556.308,,,832648611261.0,645725556308.0
24,24,24,"Phần lãi trong công ty liên doanh, liên kết",5(b),42.347.008.961,483.598.048.401,,,42347008961.0,483598048401.0
25,25,25,Chi phí bán hàng,30,5.242.551.906.960,4.526.440.691.815,,30.0,5242551906960.0,4526440691815.0
26,26,26,Chi phí quản lý doanh nghiệp,31,6.625.373.638.359,5.846.280.653.514,,31.0,6625373638359.0,5846280653514.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),,9.111.745.534.433,7.589.289.622.311,,,9111745534433.0,7589289622311.0
31,31,31,Thu nhập khác,,200.956.010.920,184.323.926.142,,,200956010920.0,184323926142.0
32,32,32,Chi phí khác,,109.695.446.783,111.330.588.573,,,109695446783.0,111330588573.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,91.260.564.137,72.993.337.569,,,91260564137.0,72993337569.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,9.203.006.098.570,7.662.282.959.880,,,9203006098570.0,7662282959880.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,32(a),1.424.017.001.796,1.193.613.667.231,,,1424017001796.0,1193613667231.0
52,52,52,Thu nhập thuế TNDN hoãn lại,32(b),(9.060.642.842),(22.674.161.820),,,-9060642842.0,-22674161820.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,7.788.049.739.616,6.491.343.454.469,,,7788049739616.0,6491343454469.0
61,61,61,Phân bổ cho:,,,,,,,
61,61 > 61,61,Cổ đông của công ty mẹ,,6.465.190.432.622,5.310.108.591.408,,,6465190432622.0,5310108591408.0
62,61 > 62,62,Cổ đông không kiểm soát,,1.322.859.306.994,1.181.234.863.061,,,1322859306994.0,1181234863061.0
70,61 > 70,70,Lãi cơ bản trên cổ phiếu,25(a),4.661,3.847,,,4661.0,3847.0
71,61 > 71,71,Lãi suy giảm trên cổ phiếu,25(b),4.661,3.847,,,4661.0,3847.0
