row_label_raw,row_label_full,iii),Phải trả người bán ngắn hạn (Thuyết minh 17),31/12/2023VND,31/12/2022VND,numeric__Phải trả người bán ngắn hạn (Thuyết minh 17),numeric__31/12/2023VND,numeric__31/12/2022VND
iii),iii),iii),Công ty Cổ phần Synnex FPT,106.173.913.478,236.365.854.400,,106173913478.0,236365854400.0
iii),iii),iii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,4.846.392.740,5.475.894.295,,4846392740.0,5475894295.0
iii),iii),iii),,111.020.306.218,241.841.748.695,,111020306218.0,241841748695.0
iv),iv),iv),Phải trả ngắn hạn khác,,,,,
iv),iv) > iv),iv),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,12.513.503,1.143.136.900,,12513503.0,1143136900.0
v),v),v),Vay ngắn hạn (Thuyết minh 22),,,,,
v),v) > v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,40.000.000.000,,,40000000000.0
vi),vi),vi),Phải thu khác,,,,,
vi),vi) > vi),vi),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,47.324.000,408.300.622,,47324000.0,408300622.0
